RAJ2000,DEJ2000,Teff
05 34 55.14,-04 48 27.72,4178.656
05 34 55.29,-05 30 22.09,6999.323
05 34 55.55,-05 36 06.16,3857.479
05 34 55.60,-05 55 29.32,3315.67
05 34 55.60,-05 29 37.60,3166.415
05 34 55.64,-04 37 49.15,3472.84
05 34 55.64,-06 01 03.65,3418.434
05 34 55.66,-04 56 11.74,3456.0
05 34 55.83,-05 19 45.49,3167.408
05 34 55.87,-05 08 21.14,6187.679
05 34 55.97,-05 23 13.03,4252.018
05 34 55.98,-05 29 26.41,3611.709
05 34 55.98,-05 31 13.06,3457.603
05 34 56.04,-04 38 12.01,3359.138
05 34 56.10,-05 00 55.16,3229.801
05 34 56.14,-05 06 01.76,3262.438
05 34 56.23,-04 45 57.45,6999.803
05 34 56.27,-06 04 17.40,3683.644
05 34 56.40,-05 38 05.25,3331.685
05 34 56.51,-05 27 51.07,3490.546
05 34 56.56,-05 52 06.97,3437.197
05 34 56.76,-05 26 37.24,3158.117
05 34 56.81,-05 11 33.05,4496.533
05 34 56.82,-04 46 04.76,3870.721
05 34 56.84,-05 21 36.40,4314.968
05 34 56.93,-05 22 06.28,3370.4
05 34 57.01,-05 23 00.02,3281.786
05 34 57.14,-05 33 29.49,3267.336
05 34 57.20,-05 08 23.88,6208.439
05 34 57.23,-05 42 02.79,3439.222
05 34 57.38,-05 14 33.49,3452.193
05 34 57.45,-06 19 33.14,3341.002
05 34 57.45,-05 30 42.02,3467.997
05 34 57.58,-06 28 07.55,4684.354
05 34 57.63,-06 18 31.26,5042.342
05 34 57.76,-05 23 52.27,3794.492
05 34 57.78,-05 22 51.15,3322.279
05 34 57.91,-04 49 12.78,3415.642
05 34 57.92,-05 29 46.04,3434.071
05 34 57.94,-05 53 21.64,3348.003
05 34 58.03,-05 17 37.68,3588.491
05 34 58.03,-06 12 23.80,3789.934
05 34 58.13,-04 37 18.74,3256.15
05 34 58.20,-05 09 27.57,3448.18
05 34 58.19,-05 11 53.68,3110.89
05 34 58.21,-05 49 34.63,3254.26
05 34 58.25,-05 41 49.86,3938.951
05 34 58.26,-04 50 51.75,3054.94
05 34 58.26,-05 38 25.72,3442.566
05 34 58.28,-05 25 33.29,3138.747
05 34 58.27,-05 45 05.65,3573.154
05 34 58.34,-05 54 28.85,3470.45
05 34 58.38,-05 21 16.64,3459.623
05 34 58.53,-05 32 49.86,3064.46
05 34 58.79,-05 21 17.65,3954.741
05 34 58.90,-05 28 03.33,3457.526
05 34 58.94,-05 13 45.56,5233.869
05 34 58.98,-05 47 59.69,4070.467
05 34 59.01,-04 21 15.36,6999.463
05 34 59.04,-06 42 17.68,3460.199
05 34 59.09,-05 44 30.38,3765.559
05 34 59.19,-05 23 07.85,3091.117
05 34 59.23,-05 44 55.34,3352.161
05 34 59.23,-05 45 58.86,3525.008
05 34 59.31,-05 23 32.68,3145.753
05 34 59.32,-05 05 30.03,3540.041
05 34 59.35,-04 50 11.71,3447.407
05 34 59.52,-06 21 39.96,4477.218
05 34 59.56,-05 24 00.22,3346.309
05 34 59.63,-05 25 39.99,3542.113
05 34 59.77,-06 56 57.49,6199.015
05 35 00.00,-06 43 49.27,4686.843
05 35 00.13,-05 25 16.26,6238.161
05 35 00.16,-05 50 27.47,3267.901
05 35 00.24,-05 18 50.90,3930.863
05 35 00.42,-04 25 28.93,4902.803
05 35 00.47,-05 25 14.31,4169.115
05 35 00.67,-05 05 08.73,6999.085
05 35 00.82,-05 38 07.97,3601.013
05 35 00.85,-05 09 38.98,3078.997
05 35 00.93,-04 48 18.85,3263.315
05 35 01.02,-05 24 10.39,3436.531
05 35 01.01,-06 00 33.49,6999.416
05 35 01.17,-05 29 55.10,3313.15
05 35 01.18,-05 24 06.74,3530.389
05 35 01.22,-05 21 44.41,3016.063
05 35 01.30,-05 20 16.83,3473.479
05 35 01.34,-05 20 22.12,3850.85
05 35 01.34,-05 41 13.52,4174.536
05 35 01.36,-05 55 54.77,3633.95
05 35 01.38,-06 15 17.55,4425.296
05 35 01.43,-05 09 32.61,3474.428
05 35 01.47,-06 31 33.93,5682.317
05 35 01.49,-05 28 20.78,3427.891
05 35 01.61,-05 24 10.15,3062.596
05 35 01.62,-05 33 38.04,3446.902
05 35 01.63,-04 33 37.76,6169.413
05 35 01.67,-04 32 52.93,3475.972
05 35 01.94,-04 38 34.65,6192.4
05 35 01.94,-06 30 12.78,3466.664
05 35 01.97,-04 41 14.54,3381.84
05 35 02.00,-05 20 55.09,3779.91
05 35 02.01,-05 18 34.18,3190.18
05 35 02.04,-04 12 00.81,4516.096
05 35 02.07,-05 18 22.66,3168.545
05 35 02.08,-05 26 36.27,3596.743
05 35 02.08,-06 59 07.39,4974.126
05 35 02.10,-05 15 37.46,3458.42
05 35 02.18,-05 29 09.85,3497.438
05 35 02.38,-05 15 47.97,4406.902
05 35 02.44,-05 20 46.58,4233.379
05 35 02.50,-05 33 09.95,3462.012
05 35 02.70,-05 32 24.93,3130.503
05 35 02.75,-05 00 02.97,3957.975
05 35 02.75,-05 19 44.48,3446.532
05 35 02.84,-05 22 08.27,4790.698
05 35 02.85,-06 12 21.78,3228.482
05 35 02.93,-06 05 25.21,3535.497
05 35 03.00,-05 30 01.52,3919.21
05 35 03.04,-04 59 59.80,3233.247
05 35 03.04,-05 45 33.40,3529.607
05 35 03.09,-05 22 37.82,3101.228
05 35 03.09,-06 12 23.42,3287.548
05 35 03.12,-05 09 17.03,3380.359
05 35 03.16,-05 18 29.93,3466.177
05 35 03.22,-05 17 53.29,3176.008
05 35 03.26,-04 49 20.97,4008.133
05 35 03.33,-05 16 22.78,3562.278
05 35 03.34,-04 56 43.01,3549.857
05 35 03.41,-05 05 40.30,6999.741
05 35 03.50,-04 19 47.92,3418.808
05 35 03.57,-05 29 26.21,3462.63
05 35 03.65,-05 59 00.75,6999.398
05 35 03.71,-04 50 53.09,3823.82
05 35 03.70,-05 22 45.71,3179.795
05 35 03.73,-04 23 06.01,6999.717
05 35 03.92,-05 29 03.35,3552.547
05 35 03.96,-05 54 01.92,3348.579
05 35 03.96,-05 18 59.79,3266.766
05 35 04.04,-04 29 10.87,5989.289
05 35 04.05,-05 40 51.64,3367.85
05 35 04.15,-06 17 07.34,5220.99
05 35 04.16,-05 20 15.66,3376.843
05 35 04.19,-05 26 27.84,3450.655
05 35 04.22,-04 46 43.51,4594.219
05 35 04.34,-05 38 31.12,3345.979
05 35 04.37,-05 23 13.88,3543.073
05 35 04.50,-05 23 56.53,4529.437
05 35 04.50,-05 26 04.41,3449.76
05 35 04.54,-05 29 38.22,4110.38
05 35 04.58,-05 28 26.63,4454.743
05 35 04.61,-04 58 28.98,3850.537
05 35 04.61,-05 24 42.47,3533.155
05 35 04.63,-06 52 39.24,4626.093
05 35 04.63,-05 09 55.71,3344.823
05 35 04.75,-05 26 38.00,3761.789
05 35 04.76,-05 17 42.17,4171.574
05 35 04.79,-04 43 54.62,6997.513
05 35 04.82,-05 22 38.71,3333.656
05 35 04.87,-05 20 57.41,3355.684
05 35 04.95,-05 21 09.21,3670.829
05 35 05.00,-04 49 13.25,3540.425
05 35 05.04,-04 32 33.45,3158.587
05 35 05.07,-05 36 43.83,3214.629
05 35 05.14,-05 20 24.47,3696.129
05 35 05.24,-04 48 02.75,3251.849
05 35 05.33,-05 34 28.51,4016.814
05 35 05.37,-05 24 10.56,3906.537
05 35 05.38,-06 43 49.97,5495.071
05 35 05.41,-05 24 15.05,3379.928
05 35 05.41,-05 27 17.10,3943.561
05 35 05.44,-06 15 47.00,3185.626
05 35 05.50,-05 27 52.23,3527.162
05 35 05.61,-05 18 24.85,3333.785
05 35 05.62,-05 29 22.33,3638.0
05 35 05.64,-05 25 19.60,4497.48
05 35 05.69,-05 25 05.84,3564.522
05 35 05.71,-05 23 54.07,3159.643
05 35 05.73,-05 26 26.16,3433.361
05 35 05.76,-05 44 00.10,3378.284
05 35 05.76,-05 33 55.81,3242.407
05 35 05.85,-05 27 01.67,3386.18
05 35 05.85,-04 48 43.24,3969.235
05 35 05.89,-05 27 09.01,3545.99
05 35 06.07,-05 57 00.96,3865.447
05 35 06.10,-05 14 24.98,3388.655
05 35 06.15,-05 45 31.19,3930.232
05 35 06.15,-05 19 55.62,3284.769
05 35 06.18,-05 22 12.42,3439.355
05 35 06.20,-05 12 15.95,6999.546
05 35 06.21,-04 37 07.74,6690.41
05 35 06.28,-05 22 02.70,4339.146
05 35 06.39,-06 19 48.65,3461.26
05 35 06.42,-05 27 04.82,2995.7
05 35 06.45,-05 33 35.19,3595.706
05 35 06.51,-05 24 41.40,4065.827
05 35 06.52,-06 00 00.81,3153.875
05 35 06.77,-05 51 01.41,3431.603
05 35 06.83,-05 10 38.53,5758.291
05 35 07.04,-04 54 56.84,3542.651
05 35 07.24,-04 50 25.48,3245.226
05 35 07.28,-05 22 26.64,3188.174
05 35 07.33,-05 38 40.98,3286.913
05 35 07.38,-05 48 01.07,3253.144
05 35 07.40,-05 25 48.11,3125.024
05 35 07.45,-05 26 40.17,3203.729
05 35 07.58,-06 09 59.80,5531.333
05 35 07.61,-05 36 19.62,3333.836
05 35 07.63,-05 52 08.34,6998.321
05 35 07.66,-06 06 54.10,3258.047
05 35 07.69,-05 36 58.72,3338.759
05 35 07.74,-05 21 01.48,4132.8
05 35 07.84,-05 29 17.40,3372.5
05 35 07.93,-04 20 14.07,3353.715
05 35 07.92,-04 35 49.19,3522.269
05 35 08.02,-05 32 44.29,3949.57
05 35 08.04,-05 36 14.08,3157.738
05 35 08.05,-05 53 43.48,3464.442
05 35 08.08,-06 33 48.82,6977.009
05 35 08.23,-05 24 03.24,3239.949
05 35 08.22,-05 37 04.77,3599.813
05 35 08.24,-04 54 10.24,6988.081
05 35 08.25,-04 25 33.26,3532.748
05 35 08.30,-05 24 34.87,3179.779
05 35 08.35,-05 27 56.91,4224.631
05 35 08.39,-05 28 29.34,4256.286
05 35 08.38,-06 07 22.54,5630.605
05 35 08.53,-05 25 17.98,3541.043
05 35 08.60,-05 26 19.45,3205.662
05 35 08.69,-04 46 52.38,4304.7
05 35 08.70,-06 05 02.45,4344.49
05 35 08.71,-05 29 01.61,4044.729
05 35 08.74,-05 04 40.78,3233.363
05 35 08.73,-05 22 56.69,3661.8
05 35 08.85,-05 31 49.10,3868.426
05 35 08.95,-05 05 52.50,5262.857
05 35 08.99,-04 10 14.28,5504.387
05 35 09.00,-05 58 17.11,3699.763
05 35 09.01,-04 27 51.07,4566.754
05 35 09.03,-06 02 00.73,5535.671
05 35 09.05,-06 54 10.97,6165.482
05 35 09.05,-05 29 59.17,4436.899
05 35 09.06,-06 14 20.03,5919.158
05 35 09.21,-05 30 58.53,4402.949
05 35 09.60,-05 27 59.97,3275.446
05 35 09.59,-05 28 22.83,3503.355
05 35 09.61,-04 33 11.02,5384.433
05 35 09.76,-05 21 28.28,4195.794
05 35 09.85,-05 19 33.99,3359.81
05 35 09.97,-05 57 11.91,3649.002
05 35 10.03,-04 41 16.92,3546.129
05 35 10.05,-06 05 36.45,3778.3
05 35 10.08,-04 27 39.52,4207.858
05 35 10.14,-05 22 32.68,3531.668
05 35 10.16,-05 27 57.44,3100.841
05 35 10.21,-05 23 21.51,4160.598
05 35 10.30,-05 19 56.30,3257.417
05 35 10.32,-05 21 13.03,3720.081
05 35 10.33,-05 46 33.59,4600.2
05 35 10.41,-05 19 52.36,3259.537
05 35 10.42,-05 38 24.63,5500.628
05 35 10.48,-05 26 00.30,2978.688
05 35 10.51,-05 22 45.54,3582.504
05 35 10.50,-05 26 18.31,4386.106
05 35 10.53,-05 22 16.64,3345.641
05 35 10.58,-05 33 13.60,3216.186
05 35 10.62,-06 01 44.81,3357.373
05 35 10.74,-05 26 28.06,3441.327
05 35 10.77,-06 51 55.72,5980.001
05 35 10.79,-05 10 34.41,5303.962
05 35 10.81,-04 44 10.69,3341.408
05 35 10.84,-05 25 56.99,3145.751
05 35 10.89,-05 28 00.76,3238.8
05 35 10.94,-04 12 50.09,5991.884
05 35 10.94,-05 24 48.60,3312.23
05 35 10.95,-06 13 25.22,3341.53
05 35 11.11,-06 00 21.64,3185.77
05 35 11.12,-05 34 59.62,3267.716
05 35 11.14,-05 36 51.19,3545.666
05 35 11.22,-05 17 20.93,3651.283
05 35 11.24,-05 41 36.19,3393.556
05 35 11.38,-05 19 12.11,3846.387
05 35 11.50,-05 26 02.32,4144.319
05 35 11.58,-04 46 33.74,3334.95
05 35 11.63,-05 16 57.71,5187.94
05 35 11.64,-05 22 51.51,3202.995
05 35 11.65,-05 24 21.40,3206.053
05 35 11.66,-05 31 01.15,3197.465
05 35 11.78,-05 21 55.58,3136.137
05 35 11.85,-05 17 26.00,3360.637
05 35 11.89,-05 21 03.29,4036.539
05 35 11.89,-05 31 55.27,3912.0
05 35 11.92,-05 45 37.94,3917.8
05 35 11.97,-05 22 54.12,3438.134
05 35 12.05,-06 49 54.45,3205.577
05 35 12.15,-05 31 38.85,3239.162
05 35 12.16,-05 30 20.16,3128.246
05 35 12.21,-05 30 32.91,3961.0
05 35 12.27,-05 20 45.24,3239.524
05 35 12.28,-05 23 47.96,3807.71
05 35 12.36,-05 36 40.32,5003.919
05 35 12.36,-05 43 18.48,4063.717
05 35 12.45,-04 44 25.85,4195.371
05 35 12.57,-05 16 33.29,4543.9
05 35 12.58,-05 51 28.88,3830.696
05 35 12.59,-06 57 12.12,3425.689
05 35 12.60,-05 23 44.06,4104.188
05 35 12.69,-05 19 35.39,3350.458
05 35 12.71,-05 16 13.53,3446.224
05 35 12.71,-05 27 10.63,3159.035
05 35 12.78,-05 20 34.94,3200.448
05 35 12.82,-05 15 24.03,3961.202
05 35 12.83,-05 39 07.77,4191.783
05 35 12.91,-05 59 38.50,3481.769
05 35 12.94,-05 28 49.90,3339.15
05 35 12.95,-04 17 49.95,3305.032
05 35 13.00,-05 39 34.86,4352.78
05 35 13.01,-05 19 04.17,4294.445
05 35 13.04,-05 34 03.59,3181.742
05 35 13.04,-05 20 30.25,3921.34
05 35 13.06,-05 21 53.29,3368.177
05 35 13.10,-04 55 52.49,6382.494
05 35 13.20,-04 41 54.48,3360.205
05 35 13.20,-05 24 55.44,3786.433
05 35 13.25,-05 27 54.20,4078.74
05 35 13.30,-05 20 18.95,3517.642
05 35 13.31,-06 19 24.31,5541.854
05 35 13.31,-05 09 19.59,3515.138
05 35 13.36,-05 22 26.17,3287.607
05 35 13.43,-05 21 07.33,3425.485
05 35 13.46,-05 17 10.35,3649.671
05 35 13.48,-05 30 48.13,3352.686
05 35 13.50,-05 17 31.27,4124.208
05 35 13.51,-05 17 17.34,3372.874
05 35 13.52,-05 22 19.57,3540.509
05 35 13.53,-05 27 28.66,3449.55
05 35 13.56,-05 27 57.32,3248.127
05 35 13.58,-05 35 08.03,4157.303
05 35 13.60,-05 30 57.60,4334.827
05 35 13.66,-05 28 46.30,3390.559
05 35 13.69,-04 36 00.74,4357.135
05 35 13.70,-04 42 58.70,5770.6
05 35 13.76,-05 34 54.90,3290.113
05 35 13.76,-05 39 10.08,4187.859
05 35 13.79,-05 19 25.46,3093.051
05 35 13.81,-05 30 24.44,3450.114
05 35 13.82,-05 27 36.90,3271.06
05 35 13.90,-05 18 53.18,3540.863
05 35 13.97,-05 21 23.32,3488.388
05 35 14.01,-05 49 36.22,6999.659
05 35 14.04,-05 52 09.05,4280.393
05 35 14.05,-05 19 52.05,4004.237
05 35 14.05,-05 23 38.39,3470.7
05 35 14.22,-05 20 04.28,3601.45
05 35 14.23,-05 43 17.59,3914.728
05 35 14.28,-05 24 24.62,3802.463
05 35 14.40,-05 23 33.60,3501.732
05 35 14.45,-05 32 46.49,3228.567
05 35 14.45,-05 33 19.07,4652.486
05 35 14.46,-05 17 25.48,3546.219
05 35 14.56,-06 15 12.74,3529.114
05 35 14.64,-05 02 25.20,3345.728
05 35 14.66,-05 23 01.90,3534.239
05 35 14.67,-05 08 52.08,3190.78
05 35 14.68,-05 39 10.87,4536.27
05 35 14.67,-06 15 07.32,3166.757
05 35 14.72,-06 13 39.93,3095.46
05 35 14.74,-05 51 04.10,3353.301
05 35 14.75,-05 34 16.79,3384.0
05 35 14.88,-05 38 05.52,3868.733
05 35 14.92,-05 36 39.16,3377.683
05 35 14.99,-05 21 59.88,4308.59
05 35 15.30,-05 39 56.25,3280.657
05 35 15.35,-05 19 02.15,3174.888
05 35 15.39,-04 33 26.24,3970.828
05 35 15.46,-05 17 38.32,3993.299
05 35 15.47,-05 27 22.73,3470.03
05 35 15.47,-06 08 14.50,6602.297
05 35 15.49,-05 35 11.89,3374.087
05 35 15.53,-05 53 16.18,3553.163
05 35 15.55,-05 25 14.04,3738.85
05 35 15.57,-05 09 51.24,3104.518
05 35 15.59,-05 34 46.66,3060.565
05 35 15.62,-05 24 03.05,3815.38
05 35 15.64,-05 22 56.54,4292.021
05 35 15.67,-05 17 47.28,3563.315
05 35 15.68,-05 25 33.19,3459.55
05 35 15.69,-05 28 15.52,4664.334
05 35 15.71,-05 26 28.38,3460.753
05 35 15.74,-06 01 57.91,6999.447
05 35 15.80,-05 33 12.34,3869.817
05 35 15.81,-06 46 29.12,5655.945
05 35 15.81,-04 22 18.57,3420.067
05 35 15.83,-05 00 36.24,5419.101
05 35 15.87,-05 22 32.83,3286.218
05 35 15.95,-05 41 11.50,3168.536
05 35 15.95,-05 14 59.04,4318.853
05 35 15.96,-05 16 57.55,3368.682
05 35 15.97,-05 39 14.80,5787.586
05 35 16.02,-05 50 44.88,3185.85
05 35 16.07,-05 20 36.30,3712.084
05 35 16.10,-05 24 11.29,3264.751
05 35 16.12,-06 10 41.01,5195.261
05 35 16.16,-05 09 19.07,3206.246
05 35 16.21,-05 47 20.13,2980.363
05 35 16.24,-05 28 33.79,3183.608
05 35 16.28,-05 32 02.19,3088.47
05 35 16.31,-06 18 43.15,3053.522
05 35 16.33,-05 15 38.01,4136.989
05 35 16.44,-05 42 39.61,4553.391
05 35 16.49,-04 12 01.79,6742.509
05 35 16.50,-05 40 18.01,3531.279
05 35 16.61,-05 19 35.75,3575.204
05 35 16.71,-05 22 30.98,3253.478
05 35 16.73,-04 45 44.49,4437.516
05 35 16.77,-04 40 32.49,3995.813
05 35 16.76,-05 17 16.79,3072.65
05 35 16.85,-06 18 15.88,3416.092
05 35 16.90,-05 17 02.94,3366.949
05 35 16.95,-05 25 46.96,3350.8
05 35 16.95,-05 45 55.81,3152.5
05 35 16.98,-05 21 45.29,6754.073
05 35 16.97,-05 23 00.94,3652.868
05 35 17.00,-05 15 44.31,3257.548
05 35 17.10,-05 58 30.67,3188.585
05 35 17.12,-05 24 58.54,3156.588
05 35 17.15,-05 41 53.88,3204.969
05 35 17.22,-05 20 27.74,3389.303
05 35 17.24,-04 39 48.32,3346.865
05 35 17.34,-06 05 15.95,3500.872
05 35 17.35,-05 22 35.71,3478.342
05 35 17.35,-05 42 14.55,3263.979
05 35 17.37,-05 20 14.91,3593.573
05 35 17.36,-05 25 44.69,3583.65
05 35 17.44,-05 30 25.39,3407.484
05 35 17.49,-05 39 28.52,4089.953
05 35 17.52,-05 17 40.12,4365.8
05 35 17.55,-05 25 42.77,3685.796
05 35 17.54,-05 40 48.39,3351.685
05 35 17.56,-04 53 03.76,3360.074
05 35 17.68,-04 29 23.07,5816.936
05 35 17.67,-05 58 26.53,3902.76
05 35 17.68,-06 32 23.94,3453.162
05 35 17.68,-05 32 02.42,3291.171
05 35 17.79,-05 23 15.59,3496.97
05 35 17.78,-06 31 44.23,3181.95
05 35 17.80,-06 24 38.41,3551.903
05 35 17.85,-04 41 06.66,6997.861
05 35 17.85,-04 44 52.47,4186.057
05 35 17.89,-05 18 35.29,4028.347
05 35 17.91,-05 42 34.05,4342.23
05 35 17.91,-06 48 54.06,4306.369
05 35 17.91,-05 15 32.95,4168.103
05 35 17.95,-05 25 06.17,2850.126
05 35 17.95,-05 25 33.83,3339.898
05 35 17.95,-05 35 15.73,3271.873
05 35 17.98,-05 16 45.11,3491.519
05 35 17.97,-05 26 50.67,3097.648
05 35 17.99,-06 04 43.02,4449.421
05 35 18.00,-05 29 34.60,3557.8
05 35 18.09,-05 15 46.12,3329.407
05 35 18.21,-05 16 34.03,3198.6
05 35 18.21,-05 24 30.25,3099.046
05 35 18.23,-05 13 06.81,3773.649
05 35 18.26,-05 29 53.83,3055.302
05 35 18.29,-05 28 46.17,3424.223
05 35 18.37,-05 24 26.76,3235.644
05 35 18.39,-04 53 23.49,3701.179
05 35 18.44,-04 40 55.93,6998.79
05 35 18.47,-05 24 06.87,3439.229
05 35 18.52,-05 20 42.77,3354.522
05 35 18.52,-05 13 38.35,3498.116
05 35 18.54,-05 18 20.58,3363.476
05 35 18.58,-05 26 24.85,3442.845
05 35 18.66,-05 23 13.93,4454.032
05 35 18.68,-05 54 06.40,3463.88
05 35 18.74,-05 18 02.45,3376.694
05 35 18.84,-05 14 45.57,3359.069
05 35 18.84,-05 22 22.96,3266.638
05 35 18.85,-04 44 10.05,3142.529
05 35 18.87,-04 44 27.72,3141.74
05 35 18.90,-05 16 14.02,4411.212
05 35 18.95,-05 20 52.22,3558.904
05 35 18.95,-06 27 25.56,3233.243
05 35 18.99,-05 37 36.76,3671.367
05 35 19.14,-05 20 38.74,6976.406
05 35 19.15,-06 04 37.73,3254.724
05 35 19.18,-04 43 49.12,3455.422
05 35 19.21,-05 31 03.02,3374.56
05 35 19.30,-05 16 44.72,3237.139
05 35 19.30,-05 20 07.89,5599.215
05 35 19.32,-04 55 45.00,4122.519
05 35 19.34,-06 24 14.50,3478.814
05 35 19.47,-04 37 01.45,5772.96
05 35 19.49,-05 36 51.76,3343.052
05 35 19.50,-05 47 45.79,3363.286
05 35 19.65,-05 13 26.49,3528.731
05 35 19.66,-05 24 26.61,3431.227
05 35 19.80,-05 30 37.61,3174.437
05 35 19.84,-05 15 08.99,3208.425
05 35 19.87,-05 30 32.17,2988.732
05 35 19.86,-05 31 03.80,3363.07
05 35 19.94,-05 33 53.50,3440.962
05 35 20.00,-05 12 50.32,3459.753
05 35 20.02,-05 29 11.90,3191.545
05 35 20.05,-05 21 05.93,4257.931
05 35 20.04,-05 25 37.55,3634.191
05 35 20.14,-06 46 01.25,6141.216
05 35 20.17,-05 26 39.05,4268.24
05 35 20.18,-05 23 08.51,3430.44
05 35 20.19,-04 41 34.30,3343.004
05 35 20.22,-05 46 51.07,3458.959
05 35 20.25,-05 13 59.39,3379.205
05 35 20.29,-05 30 39.52,3795.632
05 35 20.32,-05 36 39.44,2998.102
05 35 20.36,-05 02 26.61,3314.829
05 35 20.42,-05 17 14.44,3548.585
05 35 20.47,-06 47 25.88,3546.191
05 35 20.50,-06 45 40.80,3153.02
05 35 20.54,-05 24 20.84,3281.352
05 35 20.60,-06 17 49.73,3620.933
05 35 20.66,-05 01 54.40,3290.717
05 35 20.67,-05 23 53.17,3159.531
05 35 20.74,-04 15 33.52,3685.448
05 35 20.77,-05 21 55.03,4008.778
05 35 20.78,-06 42 22.97,3267.042
05 35 20.83,-05 21 21.64,3482.005
05 35 20.94,-05 40 14.33,3169.698
05 35 20.99,-05 31 21.69,4258.595
05 35 20.99,-05 16 37.59,3889.718
05 35 21.03,-05 22 25.03,3296.617
05 35 21.03,-05 28 09.14,4030.609
05 35 21.04,-05 23 49.02,4335.996
05 35 21.16,-05 18 21.35,3334.921
05 35 21.16,-05 25 56.96,3516.972
05 35 21.25,-05 42 12.34,3252.398
05 35 21.31,-05 12 12.69,4980.536
05 35 21.32,-05 56 35.95,3334.385
05 35 21.33,-05 53 51.74,3730.556
05 35 21.39,-05 26 43.99,4301.0
05 35 21.46,-05 09 03.64,3348.536
05 35 21.47,-05 57 42.14,3433.16
05 35 21.51,-04 50 45.19,4546.214
05 35 21.58,-05 09 49.74,3349.44
05 35 21.63,-05 26 57.69,3238.318
05 35 21.62,-05 34 58.33,3473.375
05 35 21.65,-05 17 17.37,3154.444
05 35 21.66,-05 25 26.50,3634.0
05 35 21.70,-05 34 46.84,3601.016
05 35 21.73,-05 26 44.34,3378.603
05 35 21.81,-05 23 53.95,4305.421
05 35 21.84,-04 50 19.61,3674.178
05 35 21.85,-05 22 08.28,3539.606
05 35 21.90,-04 54 07.24,3947.2
05 35 21.91,-05 15 01.12,3256.882
05 35 21.93,-05 28 27.30,3175.584
05 35 21.93,-05 14 27.65,3516.549
05 35 21.94,-05 51 07.19,5093.297
05 35 21.94,-05 17 04.39,3174.65
05 35 21.95,-05 54 05.18,3450.505
05 35 22.06,-05 28 15.28,3855.553
05 35 22.08,-05 24 32.77,3201.157
05 35 22.20,-05 26 37.37,3863.604
05 35 22.26,-05 20 29.25,4460.448
05 35 22.28,-05 31 16.87,3079.2
05 35 22.28,-05 35 26.70,3244.933
05 35 22.32,-04 25 27.63,6997.842
05 35 22.33,-04 42 07.56,3559.815
05 35 22.33,-05 33 55.91,3260.361
05 35 22.36,-05 07 39.21,3606.09
05 35 22.38,-05 27 28.36,3158.807
05 35 22.39,-06 20 43.64,4012.726
05 35 22.41,-05 08 05.19,3921.763
05 35 22.44,-05 22 01.06,4363.079
05 35 22.45,-05 09 11.10,4531.953
05 35 22.46,-05 25 45.11,3331.403
05 35 22.53,-04 52 36.98,3327.829
05 35 22.56,-05 08 00.78,3649.809
05 35 22.62,-05 14 11.28,3436.365
05 35 22.67,-05 15 08.59,3050.708
05 35 22.69,-05 16 14.01,3436.599
05 35 22.74,-05 19 47.89,3977.622
05 35 22.76,-04 43 25.89,3243.612
05 35 22.78,-04 28 51.08,3522.503
05 35 22.79,-04 48 29.81,3451.111
05 35 22.79,-05 31 37.25,3377.873
05 35 22.84,-04 46 41.44,3429.365
05 35 22.88,-04 37 40.69,3439.708
05 35 22.90,-05 32 29.04,3540.55
05 35 22.97,-05 22 41.59,4173.953
05 35 23.04,-05 29 41.49,3347.046
05 35 23.06,-04 17 17.15,3898.899
05 35 23.12,-05 13 43.57,3979.279
05 35 23.17,-05 22 28.33,3472.664
05 35 23.21,-05 21 35.78,3277.609
05 35 23.23,-04 43 02.94,3611.085
05 35 23.27,-04 49 04.57,3487.665
05 35 23.30,-04 57 20.64,3472.184
05 35 23.31,-05 28 10.09,3304.311
05 35 23.33,-05 21 25.42,4064.893
05 35 23.35,-04 40 10.29,5087.654
05 35 23.39,-05 18 50.65,4012.947
05 35 23.44,-05 10 51.78,3985.688
05 35 23.49,-06 01 25.13,3537.213
05 35 23.49,-05 20 01.68,3479.832
05 35 23.52,-05 18 57.12,3854.03
05 35 23.60,-06 28 24.41,3276.961
05 35 23.65,-05 52 29.23,3481.468
05 35 23.72,-04 48 16.62,3189.883
05 35 23.76,-05 18 39.90,3547.602
05 35 23.83,-05 30 47.45,4465.771
05 35 23.96,-05 19 07.62,3350.755
05 35 23.97,-05 59 41.97,4090.204
05 35 24.03,-04 45 15.03,5118.962
05 35 24.03,-06 43 30.78,5958.367
05 35 24.14,-04 50 08.99,3243.159
05 35 24.24,-05 29 57.17,3495.236
05 35 24.31,-05 28 44.13,3054.071
05 35 24.34,-05 26 00.34,3076.172
05 35 24.43,-05 24 39.82,3506.168
05 35 24.45,-05 24 01.02,2905.08
05 35 24.46,-05 26 31.43,3258.88
05 35 24.48,-05 16 59.89,3433.363
05 35 24.48,-06 01 46.33,3339.715
05 35 24.60,-05 11 29.67,3583.225
05 35 24.62,-05 11 58.23,3275.395
05 35 24.64,-05 19 09.69,3343.293
05 35 24.66,-05 22 42.57,3325.946
05 35 24.67,-04 49 42.95,3538.91
05 35 24.69,-05 24 35.70,3763.469
05 35 24.77,-06 04 59.80,3439.216
05 35 24.78,-05 10 29.61,3138.349
05 35 24.89,-05 25 10.17,3138.395
05 35 25.06,-05 22 58.54,4345.089
05 35 25.08,-05 23 46.73,3732.825
