RAJ2000,DEJ2000,Teff
05 36 31.63,-04 58 21.14,5301.803
05 36 31.67,-05 26 35.68,3363.626
05 36 32.13,-05 17 13.54,3783.218
05 36 32.13,-05 23 45.06,5655.484
05 36 32.38,-06 19 19.88,4672.326
05 36 32.53,-05 53 58.07,5717.646
05 36 32.67,-05 51 08.31,3877.049
05 36 32.82,-06 39 54.93,3936.387
05 36 32.86,-05 42 34.65,6020.169
05 36 32.87,-06 12 37.53,3455.051
05 36 32.89,-06 44 20.88,3468.514
05 36 33.01,-06 33 59.73,6221.726
05 36 33.07,-06 44 29.48,3350.459
05 36 33.49,-04 16 30.22,5246.295
05 36 33.69,-05 57 53.58,3449.426
05 36 33.81,-04 24 03.70,3439.751
05 36 34.16,-06 49 03.66,5736.147
05 36 34.65,-05 32 14.19,3958.106
05 36 35.74,-04 11 41.19,3164.657
05 36 35.76,-06 42 49.91,3366.888
05 36 36.17,-05 55 28.85,3863.343
05 36 36.32,-04 37 42.85,5285.469
05 36 36.33,-05 36 34.11,3362.216
05 36 36.54,-06 14 25.18,3377.181
05 36 36.57,-04 44 06.09,5171.266
05 36 36.82,-05 34 19.07,3325.633
05 36 36.93,-06 33 24.15,2948.923
05 36 37.05,-05 04 41.22,3523.197
05 36 37.21,-05 26 25.35,3467.29
05 36 37.33,-05 44 07.37,3344.146
05 36 37.81,-06 25 30.22,6400.713
05 36 37.97,-07 27 30.61,5563.533
05 36 38.13,-05 37 10.30,3362.647
05 36 38.46,-04 19 38.56,4375.117
05 36 38.52,-06 02 16.71,4339.226
05 36 38.68,-05 07 53.27,6778.553
05 36 38.92,-05 26 02.82,5353.091
05 36 39.27,-05 54 25.35,5486.007
05 36 39.33,-05 19 52.69,6959.814
05 36 39.49,-05 19 19.70,3400.517
05 36 39.71,-05 40 26.76,3255.842
05 36 39.83,-04 37 51.77,3528.118
05 36 39.86,-05 09 50.52,3467.793
05 36 39.94,-05 21 23.19,3369.742
05 36 40.05,-05 12 23.14,3450.924
05 36 40.08,-05 13 59.61,6779.143
05 36 40.23,-05 51 39.31,5683.189
05 36 40.39,-06 13 33.41,3631.65
05 36 40.42,-05 17 55.23,5522.662
05 36 40.59,-06 10 33.28,3891.465
05 36 40.69,-06 30 09.33,3870.466
05 36 40.69,-06 52 04.52,3481.859
05 36 40.94,-06 41 17.76,3239.434
05 36 41.00,-05 53 36.66,4769.866
05 36 41.21,-06 41 01.14,3021.518
05 36 41.35,-06 34 00.36,3473.547
05 36 42.03,-05 40 36.68,5233.054
05 36 42.04,-06 07 06.10,3375.241
05 36 42.67,-06 57 19.27,4131.851
05 36 42.70,-05 34 11.93,3859.337
05 36 43.41,-05 27 04.86,5705.287
05 36 43.77,-06 15 28.56,3247.512
05 36 44.50,-04 25 59.24,4063.059
05 36 44.64,-04 09 13.21,5229.334
05 36 44.67,-05 16 07.51,5271.655
05 36 45.20,-05 38 29.13,6185.404
05 36 45.21,-06 28 09.64,3315.541
05 36 46.78,-04 44 31.20,3445.927
05 36 47.09,-05 30 34.27,3535.791
05 36 47.18,-05 22 50.08,3223.985
05 36 47.54,-06 08 20.31,3418.393
05 36 47.61,-05 36 31.27,3540.16
05 36 48.16,-05 40 52.87,3245.622
05 36 48.25,-05 22 57.13,3284.758
05 36 49.00,-05 56 49.11,3579.72
05 36 49.37,-04 49 05.04,5292.824
05 36 49.48,-04 57 48.40,5515.545
05 36 49.61,-05 49 36.14,5674.227
05 36 49.66,-05 04 09.40,3384.719
05 36 50.00,-04 14 04.02,5988.6
05 36 50.14,-06 41 29.25,4036.1
05 36 50.23,-06 48 58.25,3259.626
05 36 50.29,-07 34 08.13,6297.028
05 36 50.72,-04 28 28.01,5306.709
05 36 50.78,-04 59 33.42,5776.955
05 36 50.83,-07 07 27.69,5486.571
05 36 50.94,-05 33 04.41,3394.266
05 36 51.03,-04 43 29.45,6059.087
05 36 51.26,-04 25 39.85,5650.534
05 36 51.74,-05 13 29.92,4526.152
05 36 51.86,-05 08 35.82,3775.357
05 36 52.33,-07 06 10.22,3164.388
05 36 52.69,-06 43 08.36,3638.866
05 36 52.73,-04 50 00.36,5520.1
05 36 53.18,-04 59 47.32,3288.254
05 36 53.96,-04 57 11.51,5194.784
05 36 54.24,-05 32 18.30,3442.348
05 36 54.29,-06 19 45.57,3333.016
05 36 54.56,-04 44 19.86,5683.228
05 36 55.22,-06 20 25.80,3359.053
05 36 55.44,-05 26 00.09,3533.411
05 36 56.03,-05 03 06.68,6027.21
05 36 56.68,-06 20 26.07,3522.663
05 36 56.68,-05 03 52.32,6958.452
05 36 56.93,-05 52 23.23,6158.725
05 36 57.21,-05 06 04.92,3639.125
05 36 58.98,-06 29 04.91,3322.149
05 36 59.25,-06 09 16.41,6055.183
05 36 59.46,-04 52 18.39,6001.224
05 36 59.67,-04 11 13.42,5805.207
05 36 59.80,-05 23 40.87,3525.601
05 37 00.00,-06 58 02.16,3906.196
05 37 00.08,-05 44 53.13,5979.551
05 37 00.10,-06 33 27.35,4359.102
05 37 00.17,-05 14 11.70,5548.686
05 37 00.33,-05 25 08.56,3165.044
05 37 00.51,-05 09 31.46,2942.2
05 37 00.52,-07 12 40.06,3484.521
05 37 00.68,-05 25 01.05,3261.674
05 37 00.71,-05 49 18.29,5352.398
05 37 00.92,-05 41 36.98,4357.084
05 37 01.01,-07 35 46.98,3235.829
05 37 01.35,-06 47 19.13,5723.263
05 37 01.42,-07 18 24.69,6205.104
05 37 01.83,-05 36 28.25,3312.8
05 37 02.39,-05 36 29.74,4939.683
05 37 03.12,-05 24 14.05,3657.105
05 37 03.45,-04 37 04.67,6194.66
05 37 03.66,-06 58 59.45,5306.11
05 37 03.72,-06 04 21.60,6402.543
05 37 03.77,-04 41 46.67,5700.995
05 37 04.48,-05 43 50.97,5628.75
05 37 04.86,-05 52 10.54,4956.23
05 37 05.29,-07 37 57.68,5019.371
05 37 05.75,-04 47 21.25,3354.955
05 37 05.77,-06 27 16.52,3330.444
05 37 05.90,-06 47 14.91,3249.945
05 37 05.94,-07 27 56.16,6048.167
05 37 06.12,-05 37 25.23,3319.328
05 37 06.47,-05 09 58.36,6259.451
05 37 07.63,-06 52 58.09,3472.73
05 37 09.36,-07 20 49.55,6211.931
05 37 09.93,-06 45 46.47,3412.151
05 37 10.69,-06 35 27.97,3687.927
05 37 10.81,-06 45 40.88,3525.021
05 37 10.85,-06 30 15.20,3140.842
05 37 11.24,-07 29 41.52,5340.576
05 37 11.61,-07 23 23.95,4938.608
05 37 11.91,-06 29 16.97,3346.004
05 37 12.07,-07 07 38.64,6989.845
05 37 13.27,-06 35 00.54,6997.21
05 37 13.90,-06 18 13.46,3206.337
05 37 13.95,-07 03 23.12,3358.791
05 37 14.02,-07 03 41.23,3535.6
05 37 15.51,-06 59 03.79,4163.783
05 37 17.52,-06 12 48.10,3345.782
05 37 17.67,-06 23 41.68,5307.639
05 37 18.33,-06 26 11.78,5513.266
05 37 19.04,-07 10 30.51,6999.429
05 37 19.90,-07 18 57.83,3073.196
05 37 21.75,-07 16 46.25,6005.9
05 37 22.86,-06 44 46.58,3495.05
05 37 23.66,-06 47 10.18,4144.781
05 37 24.48,-06 58 33.00,3301.379
05 37 25.31,-06 33 12.51,4388.946
05 37 25.42,-07 30 44.47,5312.238
05 37 27.90,-06 35 57.39,4561.662
05 37 29.80,-07 13 07.04,5005.304
05 37 30.29,-07 16 00.61,5308.217
05 37 30.66,-06 56 06.36,3254.185
05 37 31.16,-06 40 13.14,5786.583
05 37 31.48,-06 15 11.29,3436.507
05 37 32.10,-06 47 05.71,3439.065
05 37 32.30,-07 04 58.90,3389.121
05 37 32.45,-06 39 05.17,3351.142
05 37 32.95,-07 36 03.52,3358.997
05 37 33.04,-07 14 41.05,5296.09
05 37 34.13,-06 20 07.45,6218.167
05 37 36.12,-07 05 47.36,4705.526
05 37 36.44,-06 31 04.74,3527.938
05 37 37.01,-07 24 16.78,3750.198
05 37 37.06,-07 48 23.62,6064.441
05 37 38.24,-06 33 15.58,5731.706
05 37 38.98,-06 45 15.42,3323.043
05 37 41.45,-06 33 57.83,6206.799
05 37 41.63,-07 37 22.26,5669.101
05 37 41.80,-06 39 34.36,3149.003
05 37 42.71,-06 30 32.77,5486.615
05 37 42.79,-06 40 16.12,4425.32
05 37 44.49,-06 50 36.61,3537.601
05 37 45.05,-07 06 22.98,3804.006
05 37 45.09,-06 18 22.08,3348.144
05 37 45.39,-06 38 13.29,3338.147
05 37 47.47,-06 36 29.89,3816.024
05 37 47.83,-07 43 11.59,6514.455
05 37 49.28,-06 28 33.31,5992.174
05 37 49.35,-06 51 37.30,3342.468
05 37 49.46,-06 55 16.69,5690.699
05 37 49.54,-06 56 27.44,3374.302
05 37 50.84,-06 43 19.51,6959.804
05 37 51.38,-06 39 51.54,4459.1
05 37 52.16,-06 21 54.39,5503.088
05 37 52.32,-07 19 34.07,5689.41
05 37 53.49,-06 58 15.69,3546.15
05 37 54.48,-06 57 31.06,4355.044
05 37 54.51,-06 56 45.50,3972.164
05 37 54.70,-06 54 07.54,3316.125
05 37 54.91,-06 47 26.06,5675.927
05 37 55.03,-06 44 59.06,3344.066
05 37 55.20,-06 58 43.38,3307.351
05 37 55.65,-06 57 18.11,3783.456
05 37 55.74,-06 58 37.90,3417.25
05 37 56.03,-06 48 54.96,3906.137
05 37 56.61,-06 38 00.99,5283.693
05 37 58.54,-06 30 40.32,5710.758
05 37 58.90,-06 43 30.92,3102.314
05 37 59.05,-06 58 46.32,3227.959
05 37 59.81,-06 42 05.55,3258.43
05 38 00.38,-06 32 40.81,5725.271
05 38 00.83,-07 15 54.16,3466.801
05 38 01.06,-06 42 25.43,5339.761
05 38 01.61,-07 22 21.85,5012.024
05 38 02.92,-06 28 27.07,5030.859
05 38 03.95,-07 19 17.16,4010.556
05 38 04.17,-07 22 04.42,3341.487
05 38 04.96,-07 16 10.76,3548.929
05 38 04.99,-06 38 25.91,3179.406
05 38 05.02,-07 06 42.30,6101.796
05 38 05.49,-06 53 14.76,3893.032
05 38 07.66,-07 45 13.72,6999.108
05 38 08.09,-07 59 04.34,5331.5
05 38 09.16,-07 05 25.80,4238.956
05 38 09.31,-06 49 16.62,6778.563
05 38 09.63,-07 33 28.48,3371.474
05 38 09.79,-07 49 15.73,5678.203
05 38 10.40,-07 09 29.60,3539.442
05 38 10.50,-06 57 07.11,3482.631
05 38 10.83,-06 57 45.73,6058.441
05 38 11.13,-07 20 15.19,6576.494
05 38 12.36,-07 03 29.90,6545.473
05 38 12.79,-07 21 21.13,5493.456
05 38 13.45,-07 06 43.33,3674.377
05 38 15.49,-07 12 45.84,6000.508
05 38 16.18,-07 59 31.70,6157.1
05 38 16.48,-07 04 20.00,5942.603
05 38 17.43,-07 09 39.60,3437.636
05 38 19.18,-07 20 50.63,3105.617
05 38 21.60,-06 58 09.85,4971.907
05 38 23.21,-06 55 25.45,4555.205
05 38 23.21,-07 19 33.78,3455.952
05 38 23.47,-07 33 08.35,3345.172
05 38 23.49,-07 04 44.70,3186.546
05 38 23.69,-06 37 44.68,4596.614
05 38 23.78,-06 37 40.80,4427.032
05 38 23.88,-07 07 38.95,3953.929
05 38 25.89,-06 59 51.94,3351.297
05 38 26.04,-07 37 59.25,3372.372
05 38 26.80,-06 50 55.32,3516.106
05 38 27.58,-06 38 35.42,6029.769
05 38 27.68,-06 54 53.72,3898.217
05 38 27.78,-07 44 21.54,5576.103
05 38 28.51,-07 10 00.18,4158.939
05 38 28.96,-07 50 41.11,6165.2
05 38 30.10,-06 39 41.67,3412.966
05 38 30.60,-07 01 43.63,3359.236
05 38 31.67,-08 01 00.53,5255.801
05 38 31.95,-06 36 24.83,3465.562
05 38 31.98,-06 52 39.06,3389.344
05 38 32.31,-07 16 58.26,3150.044
05 38 32.68,-07 30 52.19,3257.561
05 38 33.26,-06 50 38.01,5507.448
05 38 33.67,-07 44 23.68,6166.474
05 38 33.83,-07 17 02.93,3534.962
05 38 34.24,-07 24 02.14,6164.128
05 38 34.37,-07 10 40.50,3547.242
05 38 34.64,-06 39 14.78,6017.262
05 38 35.19,-07 50 19.78,4286.344
05 38 36.60,-07 46 34.47,3457.954
05 38 36.66,-07 11 00.16,3341.626
05 38 40.11,-06 59 14.83,3245.049
05 38 40.22,-06 56 53.27,3531.996
05 38 40.49,-06 58 21.24,3475.626
05 38 40.78,-06 37 06.50,6597.873
05 38 41.48,-07 01 52.56,3328.083
05 38 41.63,-06 53 55.48,4554.763
05 38 42.51,-07 12 57.62,3595.04
05 38 42.79,-07 12 43.79,4054.685
05 38 43.22,-06 58 08.92,3743.447
05 38 43.37,-07 01 34.89,3556.675
05 38 44.95,-06 58 14.65,3630.042
05 38 45.01,-07 49 48.09,3418.902
05 38 46.70,-07 54 30.07,4588.5
05 38 46.84,-07 05 08.91,3375.215
05 38 46.87,-08 07 44.56,4144.2
05 38 47.17,-07 02 40.39,4270.862
05 38 47.74,-07 06 14.88,3574.358
05 38 47.83,-07 44 32.72,3117.149
05 38 47.93,-07 05 06.05,3228.712
05 38 48.85,-07 00 43.27,3330.783
05 38 49.34,-07 29 52.72,3546.327
05 38 50.01,-07 20 18.44,4101.206
05 38 50.30,-08 02 57.20,5992.7
05 38 51.49,-08 01 27.54,3138.107
05 38 51.97,-07 28 28.98,5839.921
05 38 52.04,-07 07 09.87,4110.292
05 38 52.37,-07 21 09.60,4347.7
05 38 52.88,-07 00 24.20,3567.559
05 38 53.65,-08 04 05.34,5243.5
05 38 53.67,-07 56 17.88,3326.3
05 38 54.37,-07 28 01.40,4363.487
05 38 54.52,-07 27 52.05,3497.611
05 38 55.28,-06 51 18.46,5796.219
05 38 55.74,-08 20 43.85,6243.6
05 38 58.33,-06 49 11.62,3832.403
05 38 58.63,-07 16 45.77,6805.011
05 38 58.80,-06 59 10.68,3358.389
05 38 59.80,-07 55 47.15,5002.759
05 39 00.07,-08 06 21.27,3580.8
05 39 01.23,-07 01 09.54,3368.724
05 39 01.70,-08 08 12.26,6035.5
05 39 02.89,-07 29 40.17,5432.607
05 39 03.42,-08 20 18.03,6997.6
05 39 04.16,-07 03 29.95,3792.192
05 39 05.37,-07 11 05.25,3434.33
05 39 05.75,-07 53 09.50,6999.3
05 39 08.23,-08 04 55.37,6698.864
05 39 08.95,-08 10 54.29,5296.9
05 39 09.11,-07 54 36.00,3346.162
05 39 09.51,-08 01 06.33,6093.988
05 39 09.88,-08 10 57.65,6998.3
05 39 12.38,-07 03 44.61,5788.762
05 39 12.83,-07 36 53.36,5553.9
05 39 18.63,-07 00 08.64,4206.619
05 39 18.63,-07 27 50.85,3550.27
05 39 19.06,-06 55 16.50,4304.496
05 39 19.27,-07 06 44.00,3237.919
05 39 21.48,-07 23 30.04,3283.801
05 39 21.70,-07 47 18.52,5488.681
05 39 22.33,-07 26 44.51,3757.448
05 39 22.39,-08 11 52.88,6270.6
05 39 23.56,-07 23 43.66,5610.923
05 39 25.99,-08 04 06.84,3430.196
05 39 26.33,-08 19 42.22,6318.3
05 39 26.46,-08 10 54.52,5579.2
05 39 27.19,-07 29 01.93,3344.634
05 39 27.59,-06 56 24.44,5523.996
05 39 27.62,-07 51 53.61,4403.8
05 39 28.00,-08 04 47.09,3450.25
05 39 29.58,-08 08 55.46,5782.7
05 39 31.57,-07 00 22.81,5302.847
05 39 32.15,-08 30 44.05,6155.8
05 39 32.42,-07 12 11.95,6638.455
05 39 32.49,-07 31 28.91,5186.679
05 39 36.32,-07 43 51.16,3534.354
05 39 36.43,-07 00 58.52,3247.056
05 39 36.93,-07 58 59.11,6072.641
05 39 38.22,-06 54 36.65,6897.851
05 39 38.33,-07 46 14.89,5243.0
05 39 38.85,-07 10 36.21,3864.841
05 39 40.00,-08 00 04.08,6188.903
05 39 40.42,-07 53 43.81,6152.022
05 39 40.58,-06 57 09.91,6017.967
05 39 41.69,-08 22 12.63,5481.4
05 39 41.89,-07 32 20.77,4463.521
05 39 43.40,-07 20 20.89,3719.482
05 39 45.82,-07 22 37.38,4079.788
05 39 46.63,-07 50 42.05,6150.144
05 39 46.70,-08 34 58.01,6238.973
05 39 46.91,-07 43 18.18,3228.175
05 39 47.93,-08 13 17.10,6426.5
05 39 49.42,-07 50 16.45,6340.0
05 39 50.09,-08 17 09.01,6172.6
05 39 50.68,-07 23 30.64,3434.939
05 39 52.12,-08 20 44.51,3706.4
05 39 52.77,-08 10 09.54,6416.4
05 39 53.33,-07 15 36.55,5738.086
05 39 53.60,-08 11 31.51,6918.5
05 39 53.77,-08 28 03.69,6935.8
05 39 54.11,-07 27 26.40,6536.307
05 39 54.42,-07 09 26.06,3146.541
05 39 54.76,-08 10 11.22,5300.7
05 39 55.13,-07 08 11.17,5278.766
05 39 56.34,-08 24 25.34,5316.9
05 39 57.46,-07 05 12.11,4454.42
05 39 58.27,-07 37 12.94,4438.817
05 39 58.61,-07 52 40.84,6964.85
05 39 58.91,-07 25 33.57,3563.998
05 39 59.53,-08 32 30.78,6020.6
05 40 01.30,-09 20 04.47,6494.3
05 40 02.64,-07 43 11.50,4440.3
05 40 02.76,-07 51 10.40,6440.872
05 40 03.14,-08 31 33.07,3491.55
05 40 03.65,-07 54 21.28,3547.95
05 40 05.63,-08 47 40.49,4429.1
05 40 05.97,-08 19 35.43,6622.7
05 40 06.27,-07 47 44.60,3388.728
05 40 06.28,-08 34 53.42,6902.6
05 40 06.59,-07 24 01.88,3466.855
05 40 06.76,-07 56 55.51,5280.927
05 40 07.55,-07 16 06.01,6028.458
05 40 07.94,-08 46 28.12,5778.22
05 40 08.65,-08 36 02.61,6004.0
05 40 09.03,-07 09 02.69,4346.366
05 40 09.41,-09 03 09.24,4984.0
05 40 09.82,-07 09 54.14,3357.341
05 40 09.91,-08 39 11.09,5319.371
05 40 10.36,-07 27 38.43,3934.008
05 40 11.02,-09 30 22.80,6056.1
05 40 11.34,-09 29 40.46,4095.2
05 40 11.57,-07 30 40.90,3279.65
05 40 12.41,-09 16 06.43,6904.7
05 40 13.73,-08 45 13.48,6092.3
05 40 13.79,-07 32 16.00,3065.625
05 40 13.84,-08 14 34.95,6236.3
05 40 13.92,-07 19 25.60,3669.97
05 40 14.13,-07 53 46.73,3459.239
05 40 15.32,-07 28 46.92,3819.59
05 40 15.71,-07 06 52.07,5986.574
05 40 16.84,-07 19 07.05,3114.645
05 40 17.17,-07 49 14.49,4374.42
05 40 17.23,-09 01 58.77,3431.31
05 40 17.36,-08 09 46.41,4190.6
05 40 17.63,-09 16 54.60,4462.3
05 40 17.88,-07 16 48.36,5390.658
05 40 17.91,-08 13 29.46,6500.7
05 40 19.23,-07 26 58.52,3642.042
05 40 19.41,-08 14 16.36,4520.5
05 40 20.25,-08 37 52.87,6064.0
05 40 20.31,-07 56 24.93,3552.199
05 40 20.40,-07 25 54.08,3526.417
05 40 20.47,-09 11 57.23,4396.1
05 40 20.73,-07 55 00.04,4003.4
05 40 20.89,-07 13 21.53,5524.589
05 40 21.03,-08 57 40.70,5709.15
05 40 21.62,-08 09 04.06,3470.85
05 40 21.76,-08 39 13.77,5721.199
05 40 21.84,-08 08 55.93,3448.65
05 40 24.36,-08 23 36.97,4424.2
05 40 24.45,-08 24 10.68,5307.9
05 40 24.87,-09 36 17.57,5816.2
05 40 24.97,-07 55 35.31,3280.113
05 40 24.97,-08 07 33.23,4552.4
05 40 25.79,-07 48 18.65,3702.27
05 40 26.59,-08 45 53.34,5125.724
05 40 27.14,-08 07 36.54,3166.0
05 40 27.31,-07 25 44.41,3473.648
05 40 27.84,-07 55 36.52,3456.75
05 40 28.19,-07 27 30.67,3000.198
05 40 29.04,-08 31 37.76,5502.9
05 40 29.46,-09 17 03.69,3541.3
05 40 29.89,-07 55 12.35,5994.4
05 40 30.37,-09 35 53.40,3809.0
05 40 30.88,-09 01 18.10,3493.385
05 40 31.59,-08 50 51.49,5924.658
05 40 31.88,-08 40 54.20,5571.288
05 40 32.43,-08 06 39.03,6058.5
05 40 33.34,-09 10 34.18,3613.2
05 40 33.87,-08 13 17.95,3362.35
05 40 34.85,-08 36 03.50,3681.0
05 40 36.21,-08 48 01.62,6797.059
05 40 36.89,-08 53 48.11,6999.257
05 40 36.98,-09 11 17.13,6228.9
05 40 37.38,-09 20 30.96,3834.4
05 40 37.78,-07 37 51.55,4057.185
05 40 41.44,-09 36 26.07,4128.6
05 40 43.02,-09 41 29.84,6603.8
05 40 44.05,-08 21 22.83,3843.0
05 40 44.15,-09 38 45.90,4478.4
05 40 44.18,-07 45 09.63,4616.1
05 40 44.18,-08 07 34.96,3597.4
05 40 44.36,-08 59 15.31,5414.3
05 40 44.49,-09 38 41.51,6037.6
05 40 44.62,-09 20 55.79,3481.15
05 40 44.67,-07 29 54.44,3542.807
05 40 44.70,-07 38 04.83,5806.696
05 40 45.12,-07 22 25.04,4232.99
05 40 46.40,-08 04 36.11,4108.6
05 40 46.62,-08 07 12.82,4331.5
05 40 46.66,-07 54 27.67,5294.7
05 40 46.84,-08 04 54.62,3441.9
05 40 47.21,-09 40 18.89,6997.9
05 40 47.39,-09 35 06.19,5777.124
05 40 48.07,-08 05 58.67,4392.076
05 40 48.52,-09 23 46.81,4082.623
05 40 48.64,-09 30 23.08,6181.127
05 40 48.88,-08 51 15.27,4415.392
05 40 49.32,-07 46 32.74,3925.261
05 40 50.06,-09 34 34.02,4939.9
05 40 50.87,-07 53 42.73,5237.97
05 40 51.79,-07 37 13.80,4811.568
05 40 51.80,-08 15 19.02,2932.993
05 40 52.00,-07 41 44.71,4413.709
05 40 53.43,-08 14 58.05,4444.522
05 40 54.56,-08 30 11.57,3355.15
05 40 55.22,-07 57 04.83,5205.8
05 40 55.30,-08 13 16.96,5459.546
05 40 56.01,-08 24 59.54,3415.323
05 40 57.49,-07 48 08.77,3848.408
05 40 57.97,-07 55 40.16,3455.75
05 40 58.68,-09 18 07.34,3350.189
05 40 58.74,-09 22 37.71,4342.5
05 40 59.17,-09 19 47.52,3446.2
05 40 59.53,-09 13 00.80,6607.255
05 41 00.39,-08 03 16.06,7000.015
05 41 01.38,-07 57 02.93,4378.333
05 41 04.27,-09 01 37.51,5669.089
05 41 04.63,-07 45 40.32,3799.306
05 41 05.49,-07 47 07.49,4311.114
05 41 05.52,-09 18 48.22,4194.0
05 41 05.63,-09 21 06.96,4101.074
05 41 05.71,-07 41 40.19,5013.706
05 41 06.31,-07 45 38.68,3804.4
05 41 06.35,-08 10 00.62,5479.578
05 41 07.45,-09 02 17.17,3361.35
05 41 07.65,-08 49 16.47,4538.576
05 41 09.16,-09 14 04.51,3703.195
05 41 09.19,-09 24 23.08,5314.355
05 41 09.23,-09 21 53.73,3359.45
05 41 09.28,-08 20 14.38,4135.8
05 41 10.17,-08 05 27.87,5187.9
05 41 10.70,-07 38 45.48,3348.021
05 41 11.08,-09 33 52.78,4984.7
05 41 12.09,-07 28 23.74,5305.015
05 41 13.53,-09 07 18.73,5789.4
05 41 14.03,-08 07 57.40,3535.85
05 41 14.73,-09 28 55.97,3238.4
05 41 15.23,-09 38 04.24,5159.2
05 41 15.24,-07 52 11.11,4463.0
05 41 15.38,-09 36 50.22,6221.1
05 41 15.95,-09 11 57.29,4176.6
05 41 16.18,-09 30 16.95,3535.15
05 41 16.33,-07 35 36.20,3247.157
05 41 16.44,-09 05 28.58,6185.0
05 41 16.60,-09 40 00.27,4402.7
05 41 16.81,-07 42 59.91,3493.521
05 41 16.86,-07 31 25.69,3464.866
05 41 19.03,-09 17 55.17,5819.2
05 41 19.13,-08 00 42.80,4405.5
05 41 19.17,-08 24 47.31,4042.6
05 41 19.27,-09 37 45.39,6287.5
05 41 19.92,-08 45 45.92,6905.2
05 41 21.79,-08 51 07.69,5737.4
05 41 22.94,-08 39 10.97,3443.65
05 41 24.10,-09 40 55.26,4138.2
05 41 24.70,-08 35 13.43,6500.3
05 41 25.03,-09 30 04.96,5334.3
05 41 27.09,-08 28 02.15,4535.7
05 41 27.71,-09 31 41.40,4045.0
05 41 27.83,-09 11 00.70,6574.9
05 41 30.34,-08 04 42.38,3255.75
05 41 30.38,-09 12 26.87,3526.55
05 41 30.59,-08 04 48.24,4571.7
05 41 30.64,-09 02 47.07,5521.4
05 41 31.33,-07 55 11.90,3539.15
05 41 32.24,-08 47 05.13,5999.5
05 41 32.53,-09 31 21.96,6595.3
05 41 33.16,-07 52 53.79,4169.2
05 41 33.22,-07 55 02.24,3958.8
05 41 33.38,-07 59 56.27,3547.8
05 41 34.67,-07 51 00.82,5482.2
05 41 35.62,-09 58 59.51,3925.2
05 41 35.73,-08 59 27.70,6587.841
05 41 36.13,-08 32 32.79,4563.952
05 41 36.39,-08 07 06.30,3713.4
05 41 37.38,-09 07 51.13,3588.0
05 41 38.30,-07 34 09.57,6234.011
05 41 40.64,-09 09 58.36,5735.5
05 41 42.33,-07 43 43.77,6603.6
05 41 42.46,-08 37 07.53,4362.4
05 41 43.74,-07 58 22.35,2925.85
05 41 44.11,-09 18 58.10,6297.6
05 41 44.80,-08 39 13.46,5002.1
05 41 44.87,-08 21 30.61,3929.171
05 41 47.29,-09 35 33.55,4191.6
05 41 48.96,-09 32 05.56,6776.1
05 41 49.28,-08 51 04.03,5310.84
05 41 49.74,-08 00 32.25,4515.724
05 41 49.80,-08 35 08.07,5513.8
05 41 49.85,-09 38 27.25,3846.8
05 41 50.42,-09 30 32.30,6569.206
05 41 53.63,-08 07 32.69,4111.189
05 41 54.04,-09 02 58.59,5690.5
05 41 54.05,-07 49 53.48,3524.813
05 41 54.66,-07 59 12.41,4269.0
05 41 54.67,-07 53 21.73,4094.527
05 41 55.19,-08 59 54.38,5535.771
05 41 59.64,-09 14 27.22,5694.8
05 42 00.01,-09 33 13.41,6275.9
05 42 00.78,-08 58 55.42,5241.057
05 42 01.52,-07 56 15.40,3258.422
05 42 02.94,-07 56 20.90,4350.4
05 42 04.29,-08 47 49.91,6178.345
05 42 04.97,-08 56 23.58,5788.9
05 42 05.17,-08 11 26.63,3941.315
05 42 05.60,-07 48 19.67,3439.191
05 42 06.76,-07 46 32.83,6389.398
05 42 07.52,-08 02 56.95,5388.335
05 42 08.01,-08 12 02.82,4337.892
05 42 09.11,-08 23 43.66,3401.488
05 42 11.36,-08 37 53.61,5168.753
05 42 11.73,-08 02 36.03,3348.954
05 42 11.91,-09 02 14.91,5770.398
05 42 12.42,-08 05 49.56,4530.169
05 42 12.69,-09 24 17.22,5108.146
05 42 12.83,-07 56 25.18,5211.14
05 42 13.03,-09 37 21.45,5502.571
05 42 14.30,-07 58 35.23,4767.14
05 42 15.42,-08 53 34.28,5517.355
05 42 15.50,-08 06 24.35,4632.287
05 42 16.73,-09 17 53.44,5979.236
05 42 17.66,-08 03 42.61,3908.647
05 42 18.13,-09 20 46.34,4466.72
05 42 18.16,-07 58 50.06,4389.41
05 42 20.94,-07 57 04.22,5627.156
05 42 21.82,-08 12 46.85,3912.034
05 42 21.94,-07 55 34.95,6986.939
05 42 23.94,-08 09 45.93,4354.265
05 42 24.14,-08 44 14.72,5681.257
05 42 24.59,-08 05 07.74,3513.351
05 42 24.70,-08 53 51.28,3974.415
05 42 24.78,-08 52 46.07,4049.14
05 42 25.17,-09 17 48.38,4619.522
05 42 25.32,-08 10 18.02,4180.364
05 42 25.65,-09 33 22.26,6493.2
05 42 26.42,-07 58 56.72,3570.8
05 42 27.16,-07 56 03.82,5680.9
05 42 27.89,-08 26 37.34,6303.9
05 42 28.25,-09 01 39.12,5717.1
05 42 28.68,-08 09 12.47,4811.5
05 42 29.17,-07 58 29.44,3275.6
05 42 29.42,-09 09 36.54,5321.6
05 42 29.78,-08 07 26.42,3594.0
05 42 30.13,-08 10 18.51,4096.0
05 42 30.62,-08 32 55.21,5038.1
05 42 30.81,-08 09 05.59,3367.35
