2MASS,more,RAJ2000,DEJ2000,YSO,Teff,log(g),SimbadName
2M03272491+4858118,*,51.85383224,48.96995926,3,3090.0,5.06,2MASS J03272491+4858118
2M03272761+3010398,*,51.86505127,30.17772484,0,5220.0,4.1,2MASS J03272761+3010398
2M03272919+3029377,*,51.87165451,30.49382782,0,5500.0,3.93,2MASS J03272919+3029377
2M03272968+3144025,*,51.87368011,31.73405075,0,4770.0,3.67,2MASS J03272968+3144025
2M03273169+3039341,*,51.88206482,30.65947342,0,5590.0,3.93,2MASS J03273169+3039341
2M03273272+3031403,*,51.88635635,30.52786827,3,5060.0,4.92,2MASS J03273272+3031403
2M03273458+4857428,*,51.89411926,48.96191025,3,3160.0,5.17,2MASS J03273458+4857428
2M03273472+3104182,*,51.89468384,31.07172585,0,5360.0,3.72,2MASS J03273472+3104182
2M03273513+3212112,*,51.89639664,32.20313644,0,7750.0,4.39,2MASS J03273513+3212112
2M03273657+3222504,*,51.9024086,32.38066864,0,4480.0,3.42,2MASS J03273657+3222504
2M03273756+4816226,*,51.9065361,48.27295685,0,10100.0,4.55,2MASS J03273756+4816226
2M03273775+3220369,*,51.90729904,32.3435936,0,7680.0,4.39,2MASS J03273775+3220369
2M03273779+4859287,*,51.90745926,48.99132919,0,6160.0,5.05,2MASS J03273779+4859287
2M03273825+3013585,*,51.90939331,30.23293495,3,4090.0,3.69,2MASS J03273825+3013585
2M03273859+4824592,*,51.91081238,48.41644669,3,3930.0,5.42,2MASS J03273859+4824592
2M03273895+4935597,*,51.912323,49.59991837,0,12600.0,4.55,2MASS J03273895+4935597
2M03273979+3112266,*,51.91583252,31.20739746,0,4600.0,4.74,2MASS J03273979+3112266
2M03274040+4749526,*,51.91835785,47.83130264,0,5280.0,4.01,2MASS J03274040+4749526
2M03274053+3115392,*,51.91891098,31.2609005,0,6170.0,4.03,2MASS J03274053+3115392
2M03274148+3020166,*,51.92285156,30.33797073,2,3930.0,3.87,2MASS J03274148+3020166
2M03274190+3028510,*,51.92459488,30.48085213,0,5110.0,3.77,2MASS J03274190+3028510
2M03274204+3026189,*,51.9251976,30.43859291,0,4270.0,2.46,2MASS J03274204+3026189
2M03274321+3159561,*,51.93006516,31.99894333,0,5360.0,3.96,2MASS J03274321+3159561
2M03274386+3230001,*,51.93276978,32.50004959,0,5610.0,4.06,2MASS J03274386+3230001
2M03274614+3138302,*,51.9422493,31.64174271,0,5080.0,4.44,2MASS J03274614+3138302
2M03274660+3233531,*,51.94417191,32.56475067,0,4990.0,4.38,2MASS J03274660+3233531
2M03274678+5010354,*,51.9449234,50.1765213,3,5180.0,5.18,2MASS J03274678+5010354
2M03274767+3012043,*,51.94866562,30.20119476,2,4130.0,3.39,2MASS J03274767+3012043
2M03274834+3135358,*,51.95145416,31.59329796,0,5760.0,4.8,2MASS J03274834+3135358
2M03274852+4954183,*,51.95217896,49.90510559,3,3190.0,5.26,2MASS J03274852+4954183
2M03274858+4847186,*,51.95245361,48.78850174,3,3170.0,5.04,2MASS J03274858+4847186
2M03275103+4912099,*,51.96262741,49.20277405,0,4570.0,4.36,2MASS J03275103+4912099
2M03275423+3149183,*,51.97597122,31.82176399,0,4330.0,2.76,2MASS J03275423+3149183
2M03275501+4945371,*,51.9792366,49.76032257,0,6120.0,5.03,2MASS J03275501+4945371
2M03275576+4744093,*,51.98234177,47.73594284,0,14400.0,4.55,2MASS J03275576+4744093
2M03275628+3138508,*,51.98452377,31.64745712,0,5750.0,4.22,2MASS J03275628+3138508
2M03275778+3106082,*,51.9907608,31.1022892,0,5320.0,4.19,2MASS J03275778+3106082
2M03280010+3008469,*,52.00045013,30.14637947,2,3080.0,2.9,2MASS J03280010+3008469
2M03280049+4734564,*,52.00204849,47.58234024,3,3820.0,5.92,2MASS J03280049+4734564
2M03280080+4900009,*,52.00336838,49.00025558,3,5020.0,5.11,2MASS J03280080+4900009
2M03280178+3151106,*,52.00744629,31.85295868,0,5320.0,3.85,2MASS J03280178+3151106
2M03280213+3026079,*,52.00890732,30.43553925,0,5280.0,3.89,2MASS J03280213+3026079
2M03280495+3202258,*,52.02065659,32.04050064,0,5390.0,3.9,2MASS J03280495+3202258
2M03280570+3203393,*,52.02378464,32.06092834,0,5020.0,4.23,2MASS J03280570+3203393
2M03280846+3145321,*,52.03527069,31.75894356,0,4120.0,2.46,2MASS J03280846+3145321
2M03280902+4943144,*,52.03762436,49.72068405,3,3210.0,5.21,2MASS J03280902+4943144
2M03281034+3026343,*,52.04309464,30.44287872,0,4880.0,3.76,2MASS J03281034+3026343
2M03281101+3117292,*,52.04589844,31.29146385,3,3830.0,4.53,2MASS J03281101+3117292
2M03281289+4819572,*,52.0537262,48.33256912,0,3440.0,5.77,2MASS J03281289+4819572
2M03281333+3217515,*,52.0555687,32.29764557,0,5150.0,4.16,2MASS J03281333+3217515
2M03281336+4856154,*,52.05567551,48.93763733,3,3110.0,5.06,2MASS J03281336+4856154
2M03281362+4913135,*,52.05675507,49.22042847,3,4920.0,5.11,2MASS J03281362+4913135
2M03281475+3147312,*,52.06149292,31.79200172,0,4810.0,3.61,2MASS J03281475+3147312
2M03281481+3154506,*,52.06172562,31.91406631,0,7220.0,4.24,2MASS J03281481+3154506
2M03281858+4957105,*,52.07745361,49.95292282,0,7610.0,4.75,2MASS J03281858+4957105
2M03281860+3041184,*,52.07751846,30.68844795,3,5760.0,5.35,2MASS J03281860+3041184
2M03281868+4839482,*,52.07784653,48.66339493,2,5090.0,5.16,2MASS J03281868+4839482
2M03281937+3050509,*,52.08074188,30.84747887,0,4270.0,5.03,2MASS J03281937+3050509
2M03282158+3143328,*,52.0899353,31.72578621,0,6130.0,6.0,2MASS J03282158+3143328
2M03282189+4736065,*,52.09122086,47.60182953,3,3380.0,5.29,2MASS J03282189+4736065
2M03282198+3005093,*,52.09160233,30.08592033,0,5420.0,4.19,2MASS J03282198+3005093
2M03282206+3110429,*,52.09194565,31.17858887,0,6670.0,3.83,2MASS J03282206+3110429
2M03282328+3140324,*,52.09702682,31.67567635,0,5050.0,5.14,2MASS J03282328+3140324
2M03282350+3040419,*,52.09792709,30.67832947,0,4900.0,3.68,2MASS J03282350+3040419
2M03282360+3221348,*,52.09833527,32.35969162,0,6620.0,4.28,2MASS J03282360+3221348
2M03282385+3229303,*,52.09939575,32.49176407,0,4700.0,3.65,2MASS J03282385+3229303
2M03282445+4853460,*,52.10189056,48.89611435,0,6240.0,5.26,2MASS J03282445+4853460
2M03282511+3233195,*,52.10463715,32.55541992,0,4330.0,4.8,2MASS J03282511+3233195
2M03282568+2955372,*,52.10703659,29.92701912,0,4900.0,3.97,2MASS J03282568+2955372
2M03282578+3054000,*,52.10743713,30.90000916,3,4570.0,4.91,2MASS J03282578+3054000
2M03282839+3116273,*,52.11832047,31.27426529,0,2800.0,4.34,2MASS J03282839+3116273
2M03282974+3206079,*,52.12394333,32.10220337,0,5470.0,3.95,2MASS J03282974+3206079
2M03283047+3151539,*,52.1269989,31.86498642,0,5270.0,4.22,2MASS J03283047+3151539
2M03283126+2956246,*,52.13028336,29.94017982,0,5600.0,3.93,2MASS J03283126+2956246
2M03283148+4856273,*,52.13120651,48.94093323,0,6220.0,4.49,2MASS J03283148+4856273
2M03283166+3053119,*,52.1319313,30.88666344,0,4210.0,4.99,2MASS J03283166+3053119
2M03283173+3059158,*,52.13223648,30.98774147,3,4750.0,4.44,2MASS J03283173+3059158
2M03283281+5009562,*,52.13672256,50.16563416,3,5580.0,5.13,2MASS J03283281+5009562
2M03283336+3034497,*,52.13903046,30.58049393,0,5080.0,4.22,2MASS J03283336+3034497
2M03283450+3100510,*,52.14375305,31.01416969,0,2800.0,6.0,2MASS J03283450+3100510
2M03283466+5016008,*,52.14445114,50.26689911,0,6540.0,4.84,2MASS J03283466+5016008
2M03283504+3020096,*,52.14601135,30.33601952,0,4750.0,3.53,2MASS J03283504+3020096
2M03283506+4755042,*,52.14609909,47.91784668,3,3240.0,5.19,2MASS J03283506+4755042
2M03283600+4925096,*,52.15000153,49.41934586,3,3220.0,5.24,2MASS J03283600+4925096
2M03283641+3128569,*,52.15174103,31.48248672,0,6060.0,5.99,2MASS J03283641+3128569
2M03283651+3119289,*,52.15215302,31.32470512,3,3540.0,4.26,2MASS J03283651+3119289
2M03283671+3004464,*,52.15296555,30.07956505,0,4850.0,3.67,2MASS J03283671+3004464
2M03283692+3117353,*,52.15384674,31.2931633,3,3980.0,3.95,2MASS J03283692+3117353
2M03283695+3123121,*,52.15398026,31.38670158,3,4040.0,4.62,2MASS J03283695+3123121
2M03283706+3113310,*,52.15444946,31.22527885,0,4650.0,-0.417,2MASS J03283706+3113310
2M03283736+3057451,*,52.15567398,30.96254539,0,5630.0,5.39,2MASS J03283736+3057451
2M03283797+4923155,*,52.15824509,49.38764191,0,12900.0,4.5,2MASS J03283797+4923155
2M03283838+2950530,*,52.15995789,29.84808159,0,4860.0,3.81,2MASS J03283838+2950530
2M03284242+3029530,*,52.17677689,30.49807358,2,3070.0,2.82,2MASS J03284242+3029530
2M03284283+3117447,*,52.17849731,31.29575729,0,4900.0,2.62,2MASS J03284283+3117447
2M03284323+3110425,*,52.18013,31.17849922,2,3180.0,3.71,2MASS J03284323+3110425
2M03284325+3117330,*,52.18024063,31.29252243,2,4370.0,3.75,2MASS J03284325+3117330
2M03284355+3117364,*,52.18146515,31.29346085,2,3040.0,2.74,2MASS J03284355+3117364
2M03284407+3120528,*,52.18364334,31.34801674,2,2680.0,4.14,2MASS J03284407+3120528
2M03284531+3219114,*,52.18882751,32.31984711,0,5080.0,3.95,2MASS J03284531+3219114
2M03284534+3109288,*,52.18891907,31.1580143,0,4310.0,2.77,2MASS J03284534+3109288
2M03284618+3116385,*,52.19244766,31.27738571,2,3780.0,3.82,2MASS J03284618+3116385
2M03284622+3112034,*,52.19258881,31.20095825,0,6240.0,5.28,2MASS J03284622+3112034
2M03284624+3130120,*,52.19267273,31.50335884,0,2900.0,4.69,2MASS J03284624+3130120
2M03284663+3022310,*,52.19431305,30.37529564,0,14800.0,4.09,2MASS J03284663+3022310
2M03284743+4916280,*,52.19762802,49.27445602,3,4450.0,4.88,2MASS J03284743+4916280
2M03284764+3124061,*,52.1985054,31.4017086,2,3600.0,4.17,2MASS J03284764+3124061
2M03284782+3116552,*,52.19926071,31.28200531,2,2780.0,3.87,2MASS J03284782+3116552
2M03284789+3237596,*,52.19957352,32.63324356,0,5840.0,4.31,2MASS J03284789+3237596
2M03284874+4820248,*,52.20309067,48.34022903,3,3760.0,5.51,2MASS J03284874+4820248
2M03285008+4807373,*,52.20867157,48.12704468,3,3100.0,5.19,2MASS J03285008+4807373
2M03285063+3042446,*,52.21099854,30.71240234,0,2650.0,-0.412,2MASS J03285063+3042446
2M03285097+3123479,*,52.21237946,31.3966465,3,3830.0,4.07,2MASS J03285097+3123479
2M03285101+3118184,*,52.21255875,31.30513382,2,3190.0,3.11,2MASS J03285101+3118184
2M03285105+3116324,*,52.21273804,31.27568436,2,3050.0,4.13,2MASS J03285105+3116324
2M03285119+3119548,*,52.21329498,31.3319149,2,4430.0,4.53,2MASS J03285119+3119548
2M03285142+3016477,*,52.2142601,30.2799263,0,5980.0,4.78,2MASS J03285142+3016477
2M03285160+3045022,*,52.21501541,30.75061989,0,3990.0,3.88,2MASS J03285160+3045022
2M03285213+3115471,*,52.21721268,31.2631073,2,2550.0,3.96,2MASS J03285213+3115471
2M03285216+3122453,*,52.21734238,31.37925148,2,3980.0,4.62,2MASS J03285216+3122453
2M03285217+3045055,*,52.21740723,30.75153923,2,4340.0,4.35,2MASS J03285217+3045055
2M03285290+3116264,*,52.22043228,31.27401161,2,2850.0,3.97,2MASS J03285290+3116264
2M03285365+4904130,*,52.22357559,49.07030106,0,14600.0,4.54,2MASS J03285365+4904130
2M03285392+3118092,*,52.22469711,31.30257797,2,4010.0,4.41,2MASS J03285392+3118092
2M03285403+3215369,*,52.2251358,32.26026535,0,5120.0,4.02,2MASS J03285403+3215369
2M03285407+3116543,*,52.22530365,31.28175545,2,2920.0,4.31,2MASS J03285407+3116543
2M03285425+3037402,*,52.22604752,30.62784576,0,7100.0,5.4,2MASS J03285425+3037402
2M03285433+5016183,*,52.22641373,50.27176666,3,4010.0,5.2,2MASS J03285433+5016183
2M03285461+3116512,*,52.22754288,31.28089142,2,3970.0,4.26,2MASS J03285461+3116512
2M03285514+3116247,*,52.22975159,31.27353668,2,3820.0,4.15,2MASS J03285514+3116247
2M03285558+3130322,*,52.23162079,31.50895691,3,4770.0,4.97,2MASS J03285558+3130322
2M03285622+3117457,*,52.23427963,31.29603767,3,2750.0,3.99,2MASS J03285622+3117457
2M03285630+3122279,*,52.23458481,31.37442398,0,3680.0,4.08,2MASS J03285630+3122279
2M03285663+3118356,*,52.23599243,31.30990028,2,4320.0,4.58,2MASS J03285663+3118356
2M03285694+3116222,*,52.23727036,31.27285576,2,4040.0,4.32,2MASS J03285694+3116222
2M03285715+3115345,*,52.23812866,31.25961113,0,2480.0,1.24,2MASS J03285715+3115345
2M03285720+3114189,*,52.23835373,31.23858452,3,5500.0,4.28,2MASS J03285720+3114189
2M03285720+4934019,*,52.23835754,49.56720734,3,4020.0,5.19,2MASS J03285720+4934019
2M03285741+3119505,*,52.23922729,31.33071136,3,3620.0,4.1,2MASS J03285741+3119505
2M03285769+3119481,*,52.24038696,31.33003807,2,3300.0,4.81,2MASS J03285769+3119481
2M03285809+3118038,*,52.24208069,31.30106163,3,4070.0,4.58,2MASS J03285809+3118038
2M03285819+3110594,*,52.2424736,31.18317032,3,4330.0,4.5,2MASS J03285819+3110594
2M03285824+3122021,*,52.2427063,31.36726189,2,2620.0,3.93,2MASS J03285824+3122021
2M03285842+3122175,*,52.24341965,31.37153816,0,4210.0,5.03,2MASS J03285842+3122175
2M03285930+3115485,*,52.24710846,31.26347733,2,4580.0,4.29,2MASS J03285930+3115485
2M03285931+3240579,*,52.24715424,32.6827507,0,5530.0,4.15,2MASS J03285931+3240579
2M03285954+3121467,*,52.24811554,31.36299515,0,3980.0,4.75,2MASS J03285954+3121467
2M03285963+4814082,*,52.24846268,48.23563766,3,5810.0,5.19,2MASS J03285963+4814082
2M03290031+3113385,*,52.25130463,31.22738075,3,4130.0,4.57,2MASS J03290031+3113385
2M03290037+3120456,*,52.25156403,31.34601974,2,3130.0,3.96,2MASS J03290037+3120456
2M03290069+3122008,*,52.25290298,31.36689568,0,3790.0,4.11,2MASS J03290069+3122008
2M03290116+3120244,*,52.25485611,31.34011459,0,4310.0,4.91,2MASS J03290116+3120244
2M03290136+3045107,*,52.25570297,30.75298882,0,6910.0,5.29,2MASS J03290136+3045107
2M03290149+3120208,*,52.25621796,31.33912086,0,3320.0,4.54,2MASS J03290149+3120208
2M03290289+3116010,*,52.262043,31.26695251,3,4010.0,5.23,2MASS J03290289+3116010
2M03290313+3122381,*,52.26305389,31.37726784,2,3980.0,4.6,2MASS J03290313+3122381
2M03290339+3118399,*,52.26416016,31.3110981,0,9290.0,2.54,2MASS J03290339+3118399
2M03290367+5021124,*,52.26529694,50.35345078,3,5640.0,4.83,2MASS J03290367+5021124
2M03290375+3116039,*,52.26565933,31.26777458,0,4800.0,4.58,2MASS J03290375+3116039
2M03290386+3121487,*,52.26609039,31.36353111,2,4630.0,4.46,2MASS J03290386+3121487
2M03290406+3117075,*,52.26692963,31.285429,3,2870.0,4.16,2MASS J03290406+3117075
2M03290413+3056127,*,52.26721191,30.93687439,2,2620.0,4.18,2MASS J03290413+3056127
2M03290416+3125151,*,52.26737213,31.42087555,3,3980.0,4.1,2MASS J03290416+3125151
2M03290478+3208065,*,52.26992035,32.13515472,0,5500.0,4.45,2MASS J03290478+3208065
2M03290506+3120377,*,52.27109146,31.34383011,0,5020.0,5.73,2MASS J03290506+3120377
2M03290508+3022080,*,52.27118683,30.36891365,0,4760.0,3.53,2MASS J03290508+3022080
2M03290575+3116396,*,52.27397537,31.27769279,2,4220.0,3.49,2MASS J03290575+3116396
2M03290631+3113464,*,52.27632523,31.22956085,0,4030.0,3.71,2MASS J03290631+3113464
2M03290633+4919129,*,52.27637482,49.32025528,3,3240.0,5.15,2MASS J03290633+4919129
2M03290740+3110490,*,52.28083801,31.18030357,0,4670.0,4.71,2MASS J03290740+3110490
2M03290763+4818104,*,52.28180313,48.30291367,0,12500.0,4.64,2MASS J03290763+4818104
2M03290794+3122515,*,52.28310394,31.3809948,2,4090.0,4.3,2MASS J03290794+3122515
2M03290826+4810508,*,52.28442383,48.1807785,0,6580.0,5.05,2MASS J03290826+4810508
2M03290832+3120203,*,52.28468704,31.33898354,3,3120.0,4.29,2MASS J03290832+3120203
2M03290895+3122562,*,52.28730774,31.38229561,0,3720.0,3.65,2MASS J03290895+3122562
2M03290915+3121445,*,52.2881279,31.36237717,0,4050.0,4.0,2MASS J03290915+3121445
2M03290948+3127209,*,52.289505,31.45582581,0,5050.0,2.94,2MASS J03290948+3127209
2M03290964+3122564,*,52.29017258,31.38234711,0,8820.0,4.69,2MASS J03290964+3122564
2M03291037+3121591,*,52.29324341,31.36643219,0,5560.0,3.77,2MASS J03291037+3121591
2M03291046+3123348,*,52.29358292,31.39301109,0,3050.0,4.41,2MASS J03291046+3123348
2M03291064+3131039,*,52.29436874,31.51777267,0,5510.0,3.6,2MASS J03291064+3131039
2M03291115+2951381,*,52.29648972,29.86060333,0,3840.0,2.11,2MASS J03291115+2951381
2M03291130+3117175,*,52.29711151,31.28822136,0,2610.0,4.11,2MASS J03291130+3117175
2M03291132+3122570,*,52.29718781,31.38251686,0,2570.0,3.87,2MASS J03291132+3122570
2M03291163+3120374,*,52.29849625,31.34374428,2,3060.0,4.18,2MASS J03291163+3120374
2M03291184+3121557,*,52.29935455,31.36547279,0,3440.0,5.01,2MASS J03291184+3121557
2M03291243+3114565,*,52.30180359,31.24903297,3,4680.0,5.24,2MASS J03291243+3114565
2M03291290+3123293,*,52.30378342,31.39149666,2,2890.0,4.21,2MASS J03291290+3123293
2M03291296+5008052,*,52.3040123,50.1347847,3,3950.0,5.16,2MASS J03291296+5008052
2M03291361+3117434,*,52.30673599,31.29541588,0,2650.0,4.3,2MASS J03291361+3117434
2M03291414+4941169,*,52.30895615,49.68803024,3,5080.0,5.2,2MASS J03291414+4941169
2M03291445+4924491,*,52.3102417,49.41366577,3,2890.0,4.92,2MASS J03291445+4924491
2M03291465+3133009,*,52.31106949,31.55025673,3,4320.0,4.96,2MASS J03291465+3133009
2M03291549+4753322,*,52.31454849,47.89228821,3,3200.0,5.51,2MASS J03291549+4753322
2M03291647+3202080,*,52.31866074,32.03557205,0,4560.0,3.83,2MASS J03291647+3202080
2M03291655+3121025,*,52.31896591,31.35069656,3,3620.0,4.13,2MASS J03291655+3121025
2M03291659+3123495,*,52.31914139,31.39709091,2,3770.0,4.57,2MASS J03291659+3123495
2M03291667+3116182,*,52.31948853,31.27174759,3,3390.0,3.8,2MASS J03291667+3116182
2M03291766+3122451,*,52.32359695,31.3792038,2,4180.0,4.11,2MASS J03291766+3122451
2M03291776+3119481,*,52.32402039,31.33005333,0,7860.0,2.57,2MASS J03291776+3119481
2M03291807+3005357,*,52.32529831,30.09326363,0,5350.0,4.15,2MASS J03291807+3005357
2M03291872+3123254,*,52.328022,31.39040184,2,4050.0,4.41,2MASS J03291872+3123254
2M03291977+3124572,*,52.33239746,31.41589737,0,8280.0,4.82,2MASS J03291977+3124572
2M03292042+3118342,*,52.33509827,31.309515,0,4650.0,4.67,2MASS J03292042+3118342
2M03292130+3123464,*,52.33875656,31.39624786,0,2970.0,3.09,2MASS J03292130+3123464
2M03292143+3039585,*,52.33932495,30.66627312,0,5910.0,4.72,2MASS J03292143+3039585
2M03292155+3121104,*,52.33981323,31.35290909,2,2970.0,4.16,2MASS J03292155+3121104
2M03292187+3115363,*,52.34113693,31.26008415,2,4370.0,4.72,2MASS J03292187+3115363
2M03292195+3044375,*,52.34147263,30.7437706,0,5540.0,3.85,2MASS J03292195+3044375
2M03292204+3124153,*,52.34184647,31.40427017,3,3720.0,4.66,2MASS J03292204+3124153
2M03292222+3137281,*,52.34261703,31.62448311,3,4600.0,4.43,2MASS J03292222+3137281
2M03292254+3007109,*,52.34393692,30.11971092,0,5580.0,3.98,2MASS J03292254+3007109
2M03292314+3120303,*,52.34644318,31.34176254,2,3110.0,3.9,2MASS J03292314+3120303
2M03292322+3126531,*,52.3467865,31.44810867,2,3070.0,4.2,2MASS J03292322+3126531
2M03292339+2948506,*,52.34746933,29.81406593,0,4360.0,3.04,2MASS J03292339+2948506
2M03292349+3123309,*,52.34790421,31.39194107,3,3960.0,4.5,2MASS J03292349+3123309
2M03292369+3125095,*,52.34874725,31.41932106,3,3190.0,4.51,2MASS J03292369+3125095
2M03292407+3119577,*,52.35031128,31.33269691,0,4020.0,3.33,2MASS J03292407+3119577
2M03292445+3128149,*,52.35189819,31.47080994,0,3750.0,2.25,2MASS J03292445+3128149
2M03292495+4857450,*,52.35399628,48.9625206,0,5850.0,4.51,2MASS J03292495+4857450
2M03292591+3126401,*,52.35799026,31.44448662,2,5160.0,4.75,2MASS J03292591+3126401
2M03292624+4812117,*,52.35934067,48.20325851,3,5840.0,4.84,2MASS J03292624+4812117
2M03292669+4920354,*,52.36122131,49.3431778,3,4680.0,4.87,2MASS J03292669+4920354
2M03292681+3126475,*,52.36171341,31.4465313,2,4140.0,4.53,2MASS J03292681+3126475
2M03292704+3108046,*,52.3626709,31.13461494,0,5320.0,4.02,2MASS J03292704+3108046
2M03292739+3206244,*,52.36415482,32.10679245,0,4740.0,3.66,2MASS J03292739+3206244
2M03292815+3116285,*,52.3673172,31.2746048,3,2570.0,3.93,2MASS J03292815+3116285
2M03292889+3058418,*,52.37039185,30.97827911,2,3110.0,4.43,2MASS J03292889+3058418
2M03292899+3110003,*,52.37079239,31.1667614,0,4820.0,3.66,2MASS J03292899+3110003
2M03292925+3118347,*,52.37190247,31.30965996,2,4290.0,4.6,2MASS J03292925+3118347
2M03292978+3121027,*,52.37409592,31.35074997,2,3360.0,3.81,2MASS J03292978+3121027
2M03293038+3119034,*,52.37661362,31.31762886,2,3340.0,3.62,2MASS J03293038+3119034
2M03293053+3127280,*,52.37723541,31.45777893,3,2840.0,4.24,2MASS J03293053+3127280
2M03293188+3220489,*,52.38284302,32.34692383,0,5370.0,4.25,2MASS J03293188+3220489
2M03293255+3124370,*,52.38565445,31.41028595,2,3000.0,4.12,2MASS J03293255+3124370
2M03293286+3127126,*,52.38693619,31.4535141,2,3110.0,4.75,2MASS J03293286+3127126
2M03293375+3136156,*,52.3906517,31.60434914,3,5530.0,4.69,2MASS J03293375+3136156
2M03293430+3117433,*,52.39295578,31.29536629,3,3640.0,4.3,2MASS J03293430+3117433
2M03293469+3035220,*,52.39454269,30.58945656,0,5970.0,4.28,2MASS J03293469+3035220
2M03293476+3129081,*,52.39484787,31.4855957,0,6800.0,5.33,2MASS J03293476+3129081
2M03293706+3231054,*,52.40442276,32.51819229,0,4600.0,3.57,2MASS J03293706+3231054
2M03293764+3102492,*,52.40683746,31.04700089,0,2540.0,3.91,2MASS J03293764+3102492
2M03293773+3122024,*,52.40722656,31.36735725,2,2550.0,3.87,2MASS J03293773+3122024
2M03293816+4920011,*,52.40903473,49.33364105,3,3000.0,5.07,2MASS J03293816+4920011
2M03293881+3223437,*,52.41171646,32.39548492,3,4680.0,5.0,2MASS J03293881+3223437
2M03294065+3233162,*,52.41941452,32.55450439,0,5140.0,3.97,2MASS J03294065+3233162
2M03294168+3237030,*,52.42370224,32.61750412,0,5380.0,3.89,2MASS J03294168+3237030
2M03294230+3129152,*,52.42626572,31.48756981,3,5430.0,5.39,2MASS J03294230+3129152
2M03294337+3230035,*,52.43074417,32.50098801,0,5290.0,4.56,2MASS J03294337+3230035
2M03294462+3154398,*,52.43592453,31.91107178,0,5440.0,4.16,2MASS J03294462+3154398
2M03294481+4815253,*,52.4367218,48.2570343,3,5980.0,5.42,2MASS J03294481+4815253
2M03294592+3104406,*,52.44134903,31.07795715,3,3650.0,4.17,2MASS J03294592+3104406
2M03294633+3242292,*,52.44304657,32.70812988,0,4470.0,3.42,2MASS J03294633+3242292
2M03294640+3120394,*,52.44334793,31.34428215,3,3030.0,4.46,2MASS J03294640+3120394
