2MASS,more,RAJ2000,DEJ2000,YSO,Teff,log(g),SimbadName,coords
2M05351467-0615073,*,83.81112671,-6.25203419,2,3070.0,2.91,2MASS J05351467-0615073,05h35m14.6704s -06d15m07.3231s
2M05351471-0521063,*,83.81130219,-5.35175991,2,4450.0,4.69,2MASS J05351471-0521063,05h35m14.7125s -05d21m06.3357s
2M05351471-0613399,*,83.8113327,-6.22775888,3,2920.0,4.05,2MASS J05351471-0613399,05h35m14.7198s -06d13m39.932s
2M05351473-0551040,*,83.811409,-5.85113812,2,3760.0,4.13,2MASS J05351473-0551040,05h35m14.7382s -05d51m04.0972s
2M05351475-0534167,*,83.81147003,-5.57133007,2,3780.0,4.1,2MASS J05351475-0534167,05h35m14.7528s -05d34m16.7883s
2M05351487-0538055,*,83.8119812,-5.63486815,2,4200.0,4.37,2MASS J05351487-0538055,05h35m14.8755s -05d38m05.5253s
2M05351491-0536391,*,83.81214905,-5.61087894,2,3800.0,4.13,2MASS J05351491-0536391,05h35m14.9158s -05d36m39.1642s
2M05351498-0521598,*,83.81245422,-5.36663198,3,4460.0,4.72,2MASS J05351498-0521598,05h35m14.989s -05d21m59.8751s
2M05351512-0133562,*,83.8130188,-1.56562304,0,5150.0,3.96,2MASS J05351512-0133562,05h35m15.1245s -01d33m56.2429s
2M05351514+1001067,*,83.81309509,10.0185461,3,3960.0,4.87,2MASS J05351514+1001067,05h35m15.1428s +10d01m06.766s
2M05351517-0154075,*,83.81321716,-1.90208697,0,13400.0,4.49,2MASS J05351517-0154075,05h35m15.1721s -01d54m07.5131s
2M05351529-0539562,*,83.81374359,-5.66562414,3,3520.0,4.01,2MASS J05351529-0539562,05h35m15.2985s -05d39m56.2469s
2M05351534-0519021,*,83.81394196,-5.31726503,3,3080.0,4.49,2MASS J05351534-0519021,05h35m15.3461s -05d19m02.1541s
2M05351539-0433262,*,83.81414032,-4.55729008,2,4270.0,4.7,2MASS J05351539-0433262,05h35m15.3937s -04d33m26.2443s
2M05351545-0517383,*,83.81439972,-5.29397917,3,4280.0,4.39,2MASS J05351545-0517383,05h35m15.4559s -05d17m38.325s
2M05351547-0527227,*,83.81447601,-5.45631504,3,3990.0,4.42,2MASS J05351547-0527227,05h35m15.4742s -05d27m22.7341s
2M05351547-0608145,*,83.81446838,-6.137362,0,6680.0,5.35,2MASS J05351547-0608145,05h35m15.4724s -06d08m14.5032s
2M05351548-0535118,*,83.81453705,-5.58663511,3,3800.0,4.24,2MASS J05351548-0535118,05h35m15.4889s -05d35m11.8864s
2M05351552-0553161,*,83.8147049,-5.88782883,2,4120.0,4.62,2MASS J05351552-0553161,05h35m15.5292s -05d53m16.1838s
2M05351554-0525140,*,83.81478882,-5.42056799,3,4230.0,3.99,2MASS J05351554-0525140,05h35m15.5493s -05d25m14.0448s
2M05351556-0509512,*,83.81486511,-5.16423178,2,2920.0,4.01,2MASS J05351556-0509512,05h35m15.5676s -05d09m51.2344s
2M05351559-0534466,*,83.81496429,-5.57962894,3,2850.0,3.67,2MASS J05351559-0534466,05h35m15.5914s -05d34m46.6642s
2M05351561-0524030,*,83.81507874,-5.400846,2,4490.0,5.17,2MASS J05351561-0524030,05h35m15.6189s -05d24m03.0456s
2M05351563-0522565,*,83.81515503,-5.3823719,2,4450.0,4.29,2MASS J05351563-0522565,05h35m15.6372s -05d22m56.5388s
2M05351567-0517472,*,83.81529999,-5.29646778,2,4070.0,4.14,2MASS J05351567-0517472,05h35m15.672s -05d17m47.284s
2M05351567-0525331,*,83.81532288,-5.4258852,2,4010.0,4.55,2MASS J05351567-0525331,05h35m15.6775s -05d25m33.1867s
2M05351569-0528155,*,83.81539154,-5.47097921,3,3670.0,4.06,2MASS J05351569-0528155,05h35m15.694s -05d28m15.5252s
2M05351571-0526283,*,83.81547546,-5.44121599,2,3990.0,4.37,2MASS J05351571-0526283,05h35m15.7141s -05d26m28.3776s
2M05351573-0059119,*,83.81555939,-0.98663998,3,4480.0,4.49,2MASS J05351573-0059119,05h35m15.7343s -00d59m11.9039s
2M05351574-0601579,*,83.8155899,-6.03275204,0,9570.0,4.71,2MASS J05351574-0601579,05h35m15.7416s -06d01m57.9073s
2M05351579-0533123,*,83.81582642,-5.55342913,2,4180.0,4.42,2MASS J05351579-0533123,05h35m15.7983s -05d33m12.3449s
2M05351580-0646291,*,83.81587219,-6.77475595,3,5640.0,5.12,2MASS J05351580-0646291,05h35m15.8093s -06d46m29.1214s
2M05351581-0422185,*,83.81587982,-4.37182617,2,3800.0,4.35,2MASS J05351581-0422185,05h35m15.8112s -04d22m18.5742s
2M05351582-0500362,*,83.81595612,-5.01006794,3,5340.0,5.05,2MASS J05351582-0500362,05h35m15.8295s -05d00m36.2446s
2M05351587-0522328,*,83.81613922,-5.37578678,0,3490.0,3.54,2MASS J05351587-0522328,05h35m15.8734s -05d22m32.8324s
2M05351594-0541115,*,83.8164444,-5.68652916,2,3100.0,4.27,2MASS J05351594-0541115,05h35m15.9467s -05d41m11.505s
2M05351595-0514590,*,83.81647491,-5.24973202,2,4460.0,4.48,2MASS J05351595-0514590,05h35m15.954s -05d14m59.0353s
2M05351596-0516575,*,83.81650543,-5.28265381,2,3720.0,3.84,2MASS J05351596-0516575,05h35m15.9613s -05d16m57.5537s
2M05351596-0539147,*,83.81653595,-5.65410996,0,5850.0,4.94,2MASS J05351596-0539147,05h35m15.9686s -05d39m14.7959s
2M05351597+0107002,*,83.81655884,1.11673796,0,5310.0,4.09,2MASS J05351597+0107002,05h35m15.9741s +01d07m00.2567s
2M05351602-0550448,*,83.81674957,-5.84579897,3,3100.0,4.41,2MASS J05351602-0550448,05h35m16.0199s -05d50m44.8763s
2M05351606+0953374,*,83.81693268,9.89374733,3,3980.0,4.74,2MASS J05351606+0953374,05h35m16.0638s +09d53m37.4904s
2M05351606-0520363,*,83.81694031,-5.34341812,2,4190.0,4.59,2MASS J05351606-0520363,05h35m16.0657s -05d20m36.3052s
2M05351609-0524112,*,83.81707764,-5.40313482,0,3510.0,4.5,2MASS J05351609-0524112,05h35m16.0986s -05d24m11.2854s
2M05351611+1158170,*,83.8171463,11.97139359,0,5350.0,3.95,2MASS J05351611+1158170,05h35m16.1151s +11d58m17.0169s
2M05351611-0610410,*,83.8171463,-6.1780591,0,5220.0,5.11,2MASS J05351611-0610410,05h35m16.1151s -06d10m41.0128s
2M05351615-0509190,*,83.81732941,-5.15529585,3,3090.0,4.79,2MASS J05351615-0509190,05h35m16.1591s -05d09m19.0651s
2M05351621-0547201,*,83.81755829,-5.78892612,0,2700.0,3.15,2MASS J05351621-0547201,05h35m16.214s -05d47m20.134s
2M05351622+0955185,*,83.81760406,9.92180824,3,4370.0,4.75,2MASS J05351622+0955185,05h35m16.225s +09d55m18.5097s
2M05351624-0528337,*,83.81768036,-5.47605181,2,3120.0,3.32,2MASS J05351624-0528337,05h35m16.2433s -05d28m33.7865s
2M05351627-0532021,*,83.81781769,-5.53394318,2,2920.0,3.92,2MASS J05351627-0532021,05h35m16.2762s -05d32m02.1954s
2M05351630-0618431,*,83.81793976,-6.31198597,3,2800.0,4.12,2MASS J05351630-0618431,05h35m16.3055s -06d18m43.1495s
2M05351632-0515380,*,83.81803131,-5.26055908,2,4330.0,4.41,2MASS J05351632-0515380,05h35m16.3275s -05d15m38.0127s
2M05351643-0542396,*,83.8184967,-5.71100378,3,4680.0,4.71,2MASS J05351643-0542396,05h35m16.4392s -05d42m39.6136s
2M05351649-0412017,*,83.81871796,-4.2004981,0,6940.0,4.17,2MASS J05351649-0412017,05h35m16.4923s -04d12m01.7932s
2M05351650-0540180,*,83.81876373,-5.67166996,3,4030.0,4.63,2MASS J05351650-0540180,05h35m16.5033s -05d40m18.0119s
2M05351661-0519357,*,83.81921387,-5.32659578,2,4070.0,4.18,2MASS J05351661-0519357,05h35m16.6113s -05d19m35.7448s
2M05351670+0946394,*,83.81960297,9.77762222,0,14800.0,4.65,2MASS J05351670+0946394,05h35m16.7047s +09d46m39.44s
2M05351671-0522309,*,83.81964874,-5.37527084,0,3570.0,5.09,2MASS J05351671-0522309,05h35m16.7157s -05d22m30.975s
2M05351673-0445444,*,83.81971741,-4.76235914,2,4590.0,4.29,2MASS J05351673-0445444,05h35m16.7322s -04d45m44.4929s
2M05351676-0440324,*,83.81987,-4.67569304,3,4280.0,4.18,2MASS J05351676-0440324,05h35m16.7688s -04d40m32.4949s
2M05351676-0517167,*,83.81984711,-5.28799582,2,2850.0,4.18,2MASS J05351676-0517167,05h35m16.7633s -05d17m16.785s
2M05351680-0035221,*,83.82003784,-0.589495,0,6640.0,4.26,2MASS J05351680-0035221,05h35m16.8091s -00d35m22.182s
2M05351685-0618158,*,83.82022095,-6.30441093,3,3820.0,4.55,2MASS J05351685-0618158,05h35m16.853s -06d18m15.8793s
2M05351689-0517029,*,83.82040405,-5.28415108,2,3780.0,3.75,2MASS J05351689-0517029,05h35m16.897s -05d17m02.9439s
2M05351694-0525469,*,83.82061768,-5.42971182,0,3830.0,4.59,2MASS J05351694-0525469,05h35m16.9482s -05d25m46.9626s
2M05351695-0545558,*,83.82063293,-5.76550388,2,3030.0,3.98,2MASS J05351695-0545558,05h35m16.9519s -05d45m55.814s
2M05351697-0521452,*,83.82073975,-5.36258078,0,13500.0,4.58,2MASS J05351697-0521452,05h35m16.9775s -05d21m45.2908s
2M05351697-0523009,*,83.82073212,-5.38359499,2,4120.0,4.11,2MASS J05351697-0523009,05h35m16.9757s -05d23m00.942s
2M05351700-0515443,*,83.82084656,-5.26230717,2,3280.0,3.16,2MASS J05351700-0515443,05h35m17.0032s -05d15m44.3058s
2M05351709-0558306,*,83.82124329,-5.97518682,2,3070.0,4.44,2MASS J05351709-0558306,05h35m17.0984s -05d58m30.6726s
2M05351712-0524585,*,83.82133484,-5.41626215,3,3090.0,3.97,2MASS J05351712-0524585,05h35m17.1204s -05d24m58.5437s
2M05351715-0541538,*,83.8214798,-5.69830084,2,3140.0,3.92,2MASS J05351715-0541538,05h35m17.1552s -05d41m53.883s
2M05351717+0951114,*,83.82154846,9.85317993,3,4020.0,4.63,2MASS J05351717+0951114,05h35m17.1716s +09d51m11.4477s
2M05351722-0520277,*,83.82176971,-5.34104013,2,3760.0,4.04,2MASS J05351722-0520277,05h35m17.2247s -05d20m27.7445s
2M05351724-0439483,*,83.82184601,-4.66342306,2,3760.0,4.3,2MASS J05351724-0439483,05h35m17.243s -04d39m48.323s
2M05351733-0605159,*,83.82224274,-6.08776522,3,4030.0,4.74,2MASS J05351733-0605159,05h35m17.3383s -06d05m15.9548s
2M05351734-0522357,*,83.82227325,-5.37658691,0,3950.0,4.56,2MASS J05351734-0522357,05h35m17.3456s -05d22m35.7129s
2M05351734-0542145,*,83.82228088,-5.70404291,2,3320.0,3.68,2MASS J05351734-0542145,05h35m17.3474s -05d42m14.5545s
2M05351736-0520149,*,83.82236481,-5.33747578,3,4100.0,4.41,2MASS J05351736-0520149,05h35m17.3676s -05d20m14.9128s
2M05351736-0525446,*,83.82235718,-5.42908096,3,4100.0,4.55,2MASS J05351736-0525446,05h35m17.3657s -05d25m44.6915s
2M05351743-0530253,*,83.82265472,-5.50705385,3,3800.0,4.33,2MASS J05351743-0530253,05h35m17.4371s -05d30m25.3939s
2M05351748-0539285,*,83.82286072,-5.65792322,3,4320.0,4.73,2MASS J05351748-0539285,05h35m17.4866s -05d39m28.5236s
2M05351749-0816522,*,83.82289886,-8.28119183,0,7560.0,4.48,2MASS J05351749-0816522,05h35m17.4957s -08d16m52.2906s
2M05351751-0517401,*,83.82299805,-5.29447794,3,4480.0,3.59,2MASS J05351751-0517401,05h35m17.5195s -05d17m40.1206s
2M05351754-0525427,*,83.82312012,-5.42854786,2,4140.0,4.49,2MASS J05351754-0525427,05h35m17.5488s -05d25m42.7723s
2M05351754-0540483,*,83.8230896,-5.68010712,2,3690.0,4.03,2MASS J05351754-0540483,05h35m17.5415s -05d40m48.3856s
2M05351755-0453037,*,83.82315063,-4.88437796,3,3670.0,3.93,2MASS J05351755-0453037,05h35m17.5562s -04d53m03.7607s
2M05351767-0429230,*,83.82364655,-4.4897418,3,5870.0,5.25,2MASS J05351767-0429230,05h35m17.6752s -04d29m23.0705s
2M05351767-0558265,*,83.82363129,-5.97403717,2,4190.0,4.51,2MASS J05351767-0558265,05h35m17.6715s -05d58m26.5338s
2M05351767-0632239,*,83.8236618,-6.5399828,3,3960.0,4.75,2MASS J05351767-0632239,05h35m17.6788s -06d32m23.9381s
2M05351768-0532024,*,83.82366943,-5.53400612,3,3460.0,3.82,2MASS J05351768-0532024,05h35m17.6807s -05d32m02.422s
2M05351772+0923447,*,83.8238678,9.39575195,3,4660.0,4.54,2MASS J05351772+0923447,05h35m17.7283s +09d23m44.707s
2M05351778-0523155,*,83.82411957,-5.3876648,3,4030.0,4.05,2MASS J05351778-0523155,05h35m17.7887s -05d23m15.5933s
2M05351778-0631442,*,83.82409668,-6.52895212,3,3030.0,4.66,2MASS J05351778-0631442,05h35m17.7832s -06d31m44.2276s
2M05351780-0624384,*,83.82417297,-6.41066885,2,4030.0,4.47,2MASS J05351780-0624384,05h35m17.8015s -06d24m38.4079s
2M05351784-0441066,*,83.82435608,-4.685184,0,7090.0,4.3,2MASS J05351784-0441066,05h35m17.8455s -04d41m06.6624s
2M05351784-0444524,*,83.82437134,-4.74790716,2,4370.0,4.67,2MASS J05351784-0444524,05h35m17.8491s -04d44m52.4658s
2M05351789-0518352,*,83.82454681,-5.30980396,2,4300.0,4.18,2MASS J05351789-0518352,05h35m17.8912s -05d18m35.2943s
2M05351790-0542340,*,83.82460785,-5.70945692,2,4500.0,4.24,2MASS J05351790-0542340,05h35m17.9059s -05d42m34.0449s
2M05351790-0648540,*,83.82462311,-6.81501579,3,4440.0,4.59,2MASS J05351790-0648540,05h35m17.9095s -06d48m54.0568s
2M05351791-0515329,*,83.82463837,-5.25915384,2,4370.0,4.02,2MASS J05351791-0515329,05h35m17.9132s -05d15m32.9538s
2M05351794-0525061,*,83.82478333,-5.41838121,0,2810.0,2.57,2MASS J05351794-0525061,05h35m17.948s -05d25m06.1724s
2M05351794-0525338,*,83.8247757,-5.42606497,3,3680.0,4.27,2MASS J05351794-0525338,05h35m17.9462s -05d25m33.8339s
2M05351795-0535157,*,83.82480621,-5.58770418,2,3470.0,3.68,2MASS J05351795-0535157,05h35m17.9535s -05d35m15.735s
2M05351797-0516451,*,83.82489777,-5.27919817,2,3990.0,3.73,2MASS J05351797-0516451,05h35m17.9755s -05d16m45.1134s
2M05351797-0526506,*,83.82489014,-5.44740915,2,3050.0,3.95,2MASS J05351797-0526506,05h35m17.9736s -05d26m50.6729s
2M05351798-0604430,*,83.82495117,-6.0786171,3,4610.0,4.69,2MASS J05351798-0604430,05h35m17.9883s -06d04m43.0216s
2M05351799-0001198,*,83.82497406,-0.02218901,0,3910.0,5.18,2MASS J05351799-0001198,05h35m17.9938s -00d01m19.8804s
2M05351799-0529346,*,83.82498932,-5.49294519,3,4070.0,4.4,2MASS J05351799-0529346,05h35m17.9974s -05d29m34.6027s
2M05351809-0515461,*,83.82538605,-5.26281214,3,3570.0,3.99,2MASS J05351809-0515461,05h35m18.0927s -05d15m46.1237s
2M05351811-0127123,*,83.82546234,-1.453439,0,5780.0,4.62,2MASS J05351811-0127123,05h35m18.111s -01d27m12.3804s
2M05351820-0516340,*,83.82585907,-5.27612019,2,3160.0,3.28,2MASS J05351820-0516340,05h35m18.2062s -05d16m34.0327s
2M05351820-0524302,*,83.8258667,-5.40840292,3,3020.0,3.55,2MASS J05351820-0524302,05h35m18.208s -05d24m30.2505s
2M05351822-0513068,*,83.82595062,-5.21855879,2,4160.0,4.51,2MASS J05351822-0513068,05h35m18.2281s -05d13m06.8116s
2M05351822-0517449,*,83.82593536,-5.2958231,2,4090.0,3.64,2MASS J05351822-0517449,05h35m18.2245s -05d17m44.9632s
2M05351823+1135114,*,83.82598877,11.58650494,0,4690.0,5.03,2MASS J05351823+1135114,05h35m18.2373s +11d35m11.4178s
2M05351826-0529538,*,83.82608032,-5.4982872,3,2800.0,3.95,2MASS J05351826-0529538,05h35m18.2593s -05d29m53.8339s
2M05351829-0528461,*,83.82621002,-5.47949219,2,3800.0,4.01,2MASS J05351829-0528461,05h35m18.2904s -05d28m46.1719s
2M05351832-0116199,*,83.82635498,-1.27221894,0,5530.0,4.73,2MASS J05351832-0116199,05h35m18.3252s -01d16m19.9882s
2M05351836-0524267,*,83.82652283,-5.40743399,2,3330.0,4.67,2MASS J05351836-0524267,05h35m18.3655s -05d24m26.7624s
2M05351838-0453234,*,83.82660675,-4.8898592,2,4130.0,4.62,2MASS J05351838-0453234,05h35m18.3856s -04d53m23.4931s
2M05351843-0440559,*,83.826828,-4.68220186,0,7890.0,4.46,2MASS J05351843-0440559,05h35m18.4387s -04d40m55.9267s
2M05351846-0524068,*,83.82695007,-5.40190888,3,3990.0,4.64,2MASS J05351846-0524068,05h35m18.468s -05d24m06.872s
2M05351851-0520427,*,83.8271637,-5.34521389,2,3720.0,4.21,2MASS J05351851-0520427,05h35m18.5193s -05d20m42.77s
2M05351852-0513383,*,83.82717133,-5.22732019,2,3990.0,3.65,2MASS J05351852-0513383,05h35m18.5211s -05d13m38.3527s
2M05351853-0518205,*,83.82724762,-5.30571699,3,3780.0,4.34,2MASS J05351853-0518205,05h35m18.5394s -05d18m20.5812s
2M05351857+0944058,*,83.82740021,9.7349577,3,4000.0,4.78,2MASS J05351857+0944058,05h35m18.5761s +09d44m05.8477s
2M05351858-0526248,*,83.82743073,-5.44023609,2,4000.0,4.55,2MASS J05351858-0526248,05h35m18.5834s -05d26m24.8499s
2M05351866-0523139,*,83.82775879,-5.38720179,0,4720.0,4.7,2MASS J05351866-0523139,05h35m18.6621s -05d23m13.9264s
2M05351867-0554064,*,83.82782745,-5.90177822,3,3970.0,4.64,2MASS J05351867-0554064,05h35m18.6786s -05d54m06.4016s
2M05351871+0014575,*,83.8279953,0.24930601,0,6800.0,4.18,2MASS J05351871+0014575,05h35m18.7189s +00d14m57.5016s
2M05351873-0518024,*,83.82807922,-5.30068111,2,3830.0,4.3,2MASS J05351873-0518024,05h35m18.739s -05d18m02.452s
2M05351883-0514455,*,83.82849121,-5.24599218,2,3780.0,4.28,2MASS J05351883-0514455,05h35m18.8379s -05d14m45.5718s
2M05351884-0522229,*,83.82850647,-5.37304497,3,3610.0,4.66,2MASS J05351884-0522229,05h35m18.8416s -05d22m22.9619s
2M05351885-0444100,*,83.82855225,-4.73612595,2,3000.0,4.2,2MASS J05351885-0444100,05h35m18.8525s -04d44m10.0534s
2M05351887-0444277,*,83.82862854,-4.74103403,2,2980.0,4.52,2MASS J05351887-0444277,05h35m18.8708s -04d44m27.7225s
2M05351889-0516140,*,83.82872772,-5.27056122,3,4530.0,4.62,2MASS J05351889-0516140,05h35m18.8947s -05d16m14.0204s
2M05351894-0520522,*,83.82894897,-5.34783888,2,4090.0,4.68,2MASS J05351894-0520522,05h35m18.9478s -05d20m52.22s
2M05351894-0627255,*,83.82894135,-6.45709896,2,3220.0,4.02,2MASS J05351894-0627255,05h35m18.9459s -06d27m25.5563s
2M05351898-0537367,*,83.82910919,-5.62687778,3,4130.0,4.51,2MASS J05351898-0537367,05h35m18.9862s -05d37m36.76s
2M05351904+0954550,*,83.82936096,9.91530514,2,4770.0,4.37,2MASS J05351904+0954550,05h35m19.0466s +09d54m55.0985s
2M05351906-0523495,*,83.82943726,-5.39710903,2,4220.0,4.45,2MASS J05351906-0523495,05h35m19.0649s -05d23m49.5925s
2M05351913-0520387,*,83.82974243,-5.34409523,0,13800.0,4.68,2MASS J05351913-0520387,05h35m19.1382s -05d20m38.7428s
2M05351914-0604377,*,83.82978821,-6.07714796,3,3320.0,4.34,2MASS J05351914-0604377,05h35m19.1492s -06d04m37.7327s
2M05351918-0443491,*,83.82991791,-4.73031187,3,3940.0,4.42,2MASS J05351918-0443491,05h35m19.1803s -04d43m49.1227s
2M05351921-0531030,*,83.83003998,-5.51750612,2,3780.0,4.0,2MASS J05351921-0531030,05h35m19.2096s -05d31m03.022s
2M05351929-0516447,*,83.83040619,-5.27908897,2,3410.0,4.73,2MASS J05351929-0516447,05h35m19.2975s -05d16m44.7203s
2M05351930-0520078,*,83.83042908,-5.33552504,3,5830.0,3.99,2MASS J05351930-0520078,05h35m19.303s -05d20m07.8901s
2M05351931+0129400,*,83.83047485,1.49447,0,5340.0,4.04,2MASS J05351931+0129400,05h35m19.314s +01d29m40.092s
2M05351932-0455450,*,83.830513,-4.92916679,0,3310.0,2.93,2MASS J05351932-0455450,05h35m19.3231s -04d55m45.0004s
2M05351934-0624145,*,83.83059692,-6.40402889,3,3980.0,4.66,2MASS J05351934-0624145,05h35m19.3433s -06d24m14.504s
2M05351947-0437014,*,83.83112335,-4.6170702,0,5800.0,5.64,2MASS J05351947-0437014,05h35m19.4696s -04d37m01.4527s
2M05351949-0536517,*,83.83122253,-5.61437798,3,3670.0,4.53,2MASS J05351949-0536517,05h35m19.4934s -05d36m51.7607s
2M05351950-0015064,*,83.83128357,-0.25178799,0,5580.0,3.89,2MASS J05351950-0015064,05h35m19.5081s -00d15m06.4368s
2M05351950-0547457,*,83.83126068,-5.79605293,3,3930.0,4.77,2MASS J05351950-0547457,05h35m19.5026s -05d47m45.7905s
2M05351952+1142276,*,83.83136749,11.70769405,3,4510.0,4.76,2MASS J05351952+1142276,05h35m19.5282s +11d42m27.6986s
2M05351954+1001578,*,83.83144379,10.03273296,0,5460.0,4.1,2MASS J05351954+1001578,05h35m19.5465s +10d01m57.8387s
2M05351955+0950401,*,83.83148193,9.84448814,0,5140.0,3.85,2MASS J05351955+0950401,05h35m19.5557s +09d50m40.1573s
2M05351965-0513264,*,83.83189392,-5.22402477,2,4020.0,3.46,2MASS J05351965-0513264,05h35m19.6545s -05d13m26.4892s
2M05351965-0524266,*,83.83190918,-5.40739203,2,4000.0,4.18,2MASS J05351965-0524266,05h35m19.6582s -05d24m26.6113s
2M05351973+0048013,*,83.83222961,0.800367,0,5310.0,3.9,2MASS J05351973+0048013,05h35m19.7351s +00d48m01.3212s
2M05351974+0947476,*,83.83228302,9.79656887,3,5190.0,4.38,2MASS J05351974+0947476,05h35m19.7479s +09d47m47.6479s
2M05351979-0530376,*,83.83248138,-5.51044798,3,3070.0,2.76,2MASS J05351979-0530376,05h35m19.7955s -05d30m37.6127s
2M05351981-0545409,*,83.83258057,-5.76136684,3,3480.0,4.68,2MASS J05351981-0545409,05h35m19.8193s -05d45m40.9206s
2M05351983-0515089,*,83.83266449,-5.2524972,2,3280.0,3.05,2MASS J05351983-0515089,05h35m19.8395s -05d15m08.9899s
2M05351986-0530321,*,83.83277893,-5.50893593,2,2660.0,4.14,2MASS J05351986-0530321,05h35m19.8669s -05d30m32.1693s
2M05351986-0531038,*,83.83274841,-5.51772308,2,3730.0,4.02,2MASS J05351986-0531038,05h35m19.8596s -05d31m03.8031s
2M05351991+1002364,*,83.83300018,10.04347134,2,4020.0,4.74,2MASS J05351991+1002364,05h35m19.92s +10d02m36.4968s
2M05351994-0533534,*,83.83309937,-5.56486082,3,3920.0,4.11,2MASS J05351994-0533534,05h35m19.9438s -05d33m53.499s
2M05352000-0512503,*,83.83333588,-5.21397781,2,4000.0,4.01,2MASS J05352000-0512503,05h35m20.0006s -05d12m50.3201s
2M05352002-0529119,*,83.8334198,-5.48663902,2,3180.0,3.21,2MASS J05352002-0529119,05h35m20.0208s -05d29m11.9005s
2M05352004-0521059,*,83.83353424,-5.3516469,2,4410.0,4.01,2MASS J05352004-0521059,05h35m20.0482s -05d21m05.9288s
2M05352004-0525375,*,83.83351135,-5.4270978,2,4170.0,4.39,2MASS J05352004-0525375,05h35m20.0427s -05d25m37.5521s
2M05352014-0646012,*,83.83392334,-6.76701498,0,6340.0,5.68,2MASS J05352014-0646012,05h35m20.1416s -06d46m01.2539s
2M05352016-0526390,*,83.83402252,-5.44418097,3,4430.0,4.17,2MASS J05352016-0526390,05h35m20.1654s -05d26m39.0515s
2M05352017-0042136,*,83.83404541,-0.70380497,2,4450.0,4.7,2MASS J05352017-0042136,05h35m20.1709s -00d42m13.6979s
2M05352017-0523085,*,83.8340683,-5.38569689,3,3780.0,4.1,2MASS J05352017-0523085,05h35m20.1764s -05d23m08.5088s
2M05352019-0441342,*,83.83414459,-4.69286108,2,3640.0,4.07,2MASS J05352019-0441342,05h35m20.1947s -04d41m34.2999s
2M05352021-0546510,*,83.83422852,-5.78085327,2,3940.0,4.36,2MASS J05352021-0546510,05h35m20.2148s -05d46m51.0718s
2M05352024-0513593,*,83.83435822,-5.23316383,2,3720.0,3.58,2MASS J05352024-0513593,05h35m20.246s -05d13m59.3898s
2M05352027-0050144,*,83.83446503,-0.83736002,3,4080.0,4.75,2MASS J05352027-0050144,05h35m20.2716s -00d50m14.4961s
2M05352029+0901052,*,83.83457184,9.01812744,0,5290.0,3.98,2MASS J05352029+0901052,05h35m20.2972s +09d01m05.2588s
2M05352029-0530395,*,83.83455658,-5.51097822,2,4180.0,4.34,2MASS J05352029-0530395,05h35m20.2936s -05d30m39.5216s
2M05352032-0536394,*,83.83468628,-5.61095524,3,2560.0,3.91,2MASS J05352032-0536394,05h35m20.3247s -05d36m39.4389s
2M05352036-0502266,*,83.83483887,-5.04072523,3,3540.0,3.63,2MASS J05352036-0502266,05h35m20.3613s -05d02m26.6108s
2M05352037+0940238,*,83.83487701,9.67328453,0,4520.0,3.5,2MASS J05352037+0940238,05h35m20.3705s +09d40m23.8243s
2M05352041-0517144,*,83.83506775,-5.28734398,2,4030.0,4.19,2MASS J05352041-0517144,05h35m20.4163s -05d17m14.4383s
2M05352047-0647258,*,83.83530426,-6.79052305,3,4030.0,4.43,2MASS J05352047-0647258,05h35m20.473s -06d47m25.883s
2M05352050-0645408,*,83.83543396,-6.76133394,3,2990.0,4.42,2MASS J05352050-0645408,05h35m20.5042s -06d45m40.8022s
2M05352054-0524208,*,83.83558655,-5.4057889,2,3580.0,4.94,2MASS J05352054-0524208,05h35m20.5408s -05d24m20.84s
2M05352056-0520431,*,83.83570862,-5.34533024,2,3220.0,2.95,2MASS J05352056-0520431,05h35m20.5701s -05d20m43.1889s
2M05352060-0617497,*,83.83583832,-6.29714823,3,4090.0,4.0,2MASS J05352060-0617497,05h35m20.6012s -06d17m49.7336s
2M05352066-0501544,*,83.83609009,-5.03177786,0,3010.0,1.63,2MASS J05352066-0501544,05h35m20.6616s -05d01m54.4003s
2M05352067-0523531,*,83.83613586,-5.39810324,3,3110.0,4.29,2MASS J05352067-0523531,05h35m20.6726s -05d23m53.1717s
2M05352074-0415335,*,83.83641815,-4.2593112,3,4110.0,4.41,2MASS J05352074-0415335,05h35m20.7404s -04d15m33.5203s
2M05352076-0521550,*,83.83652496,-5.36528587,2,4280.0,4.48,2MASS J05352076-0521550,05h35m20.766s -05d21m55.0291s
2M05352077-0642229,*,83.83657074,-6.70638084,3,3520.0,4.38,2MASS J05352077-0642229,05h35m20.777s -06d42m22.971s
2M05352082-0521216,*,83.83678436,-5.35601091,0,4020.0,4.18,2MASS J05352082-0521216,05h35m20.8282s -05d21m21.6393s
2M05352090+1013030,*,83.83709717,10.21751308,0,4410.0,3.26,2MASS J05352090+1013030,05h35m20.9033s +10d13m03.0471s
2M05352093-0540143,*,83.8372345,-5.67064714,3,3120.0,3.3,2MASS J05352093-0540143,05h35m20.9363s -05d40m14.3297s
2M05352096+1115383,*,83.83735657,11.26064301,0,5520.0,4.16,2MASS J05352096+1115383,05h35m20.9656s +11d15m38.3148s
2M05352098-0531216,*,83.83744812,-5.52269077,2,4400.0,4.45,2MASS J05352098-0531216,05h35m20.9875s -05d31m21.6868s
