2MASS,more,RAJ2000,DEJ2000,YSO,Teff,log(g),SimbadName,coords
2M03173879+4850489,*,49.4116478,48.84693146,3,3510.0,5.01,2MASS J03173879+4850489,03h17m38.7955s +48d50m48.9533s
2M03174209+4901465,*,49.42537689,49.02960968,3,5510.0,5.14,2MASS J03174209+4901465,03h17m42.0905s +49d01m46.5948s
2M03175213+4833134,*,49.46725082,48.55373764,0,4110.0,2.4,2MASS J03175213+4833134,03h17m52.1402s +48d33m13.4555s
2M03180855+4918551,*,49.53566742,49.31531143,0,4200.0,4.54,2MASS J03180855+4918551,03h18m08.5602s +49d18m55.1211s
2M03181332+4856396,*,49.55551147,48.94435883,0,3220.0,3.75,2MASS J03181332+4856396,03h18m13.3228s +48d56m39.6918s
2M03182309+4928026,*,49.59623718,49.46741486,3,3880.0,5.16,2MASS J03182309+4928026,03h18m23.0969s +49d28m02.6935s
2M03182562+4822557,*,49.60676575,48.38215637,0,5120.0,3.87,2MASS J03182562+4822557,03h18m25.6238s +48d22m55.7629s
2M03183137+4928568,*,49.6307106,49.48245621,0,5810.0,4.33,2MASS J03183137+4928568,03h18m31.3705s +49d28m56.8424s
2M03184477+4946119,*,49.68658066,49.7699852,0,11800.0,4.5,2MASS J03184477+4946119,03h18m44.7794s +49d46m11.9467s
2M03185031+4943522,*,49.70962524,49.73117065,0,6030.0,5.2,2MASS J03185031+4943522,03h18m50.3101s +49d43m52.2143s
2M03185046+4816032,*,49.71026611,48.26755905,3,4760.0,4.8,2MASS J03185046+4816032,03h18m50.4639s +48d16m03.2126s
2M03185869+4850423,*,49.7445755,48.84509659,0,4510.0,4.68,2MASS J03185869+4850423,03h18m58.6981s +48d50m42.3477s
2M03190241+4933375,*,49.76005173,49.56041718,0,4030.0,4.73,2MASS J03190241+4933375,03h19m02.4124s +49d33m37.5018s
2M03191831+4820578,*,49.82630539,48.34941483,0,5360.0,3.9,2MASS J03191831+4820578,03h19m18.3133s +48d20m57.8934s
2M03192494+4859402,*,49.85391998,48.99450302,3,3210.0,5.22,2MASS J03192494+4859402,03h19m24.9408s +48d59m40.2109s
2M03193068+4903021,*,49.87783813,49.05060196,3,4000.0,5.09,2MASS J03193068+4903021,03h19m30.6812s +49d03m02.1671s
2M03193117+4941171,*,49.87989044,49.68811035,3,3050.0,5.16,2MASS J03193117+4941171,03h19m31.1737s +49d41m17.1973s
2M03193783+4808383,*,49.90766144,48.14398956,3,3100.0,5.29,2MASS J03193783+4808383,03h19m37.8387s +48d08m38.3624s
2M03194003+4840367,*,49.91679382,48.67686462,0,5110.0,3.87,2MASS J03194003+4840367,03h19m40.0305s +48d40m36.7126s
2M03194174+4854489,*,49.92393875,48.91360474,0,6070.0,4.21,2MASS J03194174+4854489,03h19m41.7453s +48d54m48.9771s
2M03194386+4956130,*,49.93275452,49.9369545,3,4440.0,5.03,2MASS J03194386+4956130,03h19m43.8611s +49d56m13.0362s
2M03194725+4837406,*,49.94689941,48.62797165,0,11800.0,4.66,2MASS J03194725+4837406,03h19m47.2559s +48d37m40.6979s
2M03195191+4953093,*,49.96630478,49.88592911,0,5560.0,2.94,2MASS J03195191+4953093,03h19m51.9131s +49d53m09.3448s
2M03195729+4904215,*,49.98874283,49.07266235,3,3820.0,5.17,2MASS J03195729+4904215,03h19m57.2983s +49d04m21.5845s
2M03195767+4952069,*,49.9903183,49.86858368,0,4750.0,4.51,2MASS J03195767+4952069,03h19m57.6764s +49d52m06.9012s
2M03201212+4856412,*,50.05052185,48.94478989,3,3730.0,5.32,2MASS J03201212+4856412,03h20m12.1252s +48d56m41.2436s
2M03201623+4809175,*,50.06766129,48.15488815,3,3950.0,5.26,2MASS J03201623+4809175,03h20m16.2387s +48d09m17.5973s
2M03204084+4752119,*,50.17019653,47.86999893,0,4900.0,3.89,2MASS J03204084+4752119,03h20m40.8472s +47d52m11.9961s
2M03204185+4824375,*,50.17441177,48.41043091,3,5420.0,5.19,2MASS J03204185+4824375,03h20m41.8588s +48d24m37.5513s
2M03205158+4927574,*,50.2149353,49.46596527,3,4820.0,4.89,2MASS J03205158+4927574,03h20m51.5845s +49d27m57.475s
2M03205652+4920429,*,50.23552704,49.34525681,3,3820.0,5.15,2MASS J03205652+4920429,03h20m56.5265s +49d20m42.9245s
2M03210233+4947035,*,50.25971985,49.78432465,3,3170.0,5.23,2MASS J03210233+4947035,03h21m02.3328s +49d47m03.5687s
2M03210346+4940059,*,50.26445389,49.66830826,0,3940.0,1.86,2MASS J03210346+4940059,03h21m03.4689s +49d40m05.9097s
2M03210651+4826127,*,50.27713013,48.43686676,3,4940.0,5.06,2MASS J03210651+4826127,03h21m06.5112s +48d26m12.7203s
2M03211598+4911171,*,50.31662369,49.18809509,0,5460.0,3.95,2MASS J03211598+4911171,03h21m15.9897s +49d11m17.1423s
2M03212020+4845270,*,50.33420563,48.7575264,3,5440.0,5.14,2MASS J03212020+4845270,03h21m20.2094s +48d45m27.095s
2M03212047+4753152,*,50.33533096,47.8875618,3,3990.0,5.12,2MASS J03212047+4753152,03h21m20.4794s +47d53m15.2225s
2M03212217+4957033,*,50.34241486,49.9509201,3,4550.0,4.99,2MASS J03212217+4957033,03h21m22.1796s +49d57m03.3124s
2M03213023+4829379,*,50.3759613,48.49387741,0,6680.0,4.2,2MASS J03213023+4829379,03h21m30.2307s +48d29m37.9587s
2M03213832+4948558,*,50.40969467,49.81552505,3,3440.0,5.15,2MASS J03213832+4948558,03h21m38.3267s +49d48m55.8902s
2M03214021+4907127,*,50.41755676,49.12022018,0,6880.0,4.9,2MASS J03214021+4907127,03h21m40.2136s +49d07m12.7926s
2M03215861+4912535,*,50.4942131,49.21487427,0,6930.0,4.42,2MASS J03215861+4912535,03h21m58.6111s +49d12m53.5474s
2M03220008+4823491,*,50.50035858,48.39697647,3,4470.0,4.97,2MASS J03220008+4823491,03h22m00.0861s +48d23m49.1153s
2M03220321+5004068,*,50.51337814,50.068573,3,4030.0,5.31,2MASS J03220321+5004068,03h22m03.2108s +50d04m06.8628s
2M03220355+4756047,*,50.51480865,47.93465424,0,12200.0,4.56,2MASS J03220355+4756047,03h22m03.5541s +47d56m04.7553s
2M03220476+4911544,*,50.51987076,49.19845963,3,3040.0,4.9,2MASS J03220476+4911544,03h22m04.769s +49d11m54.4547s
2M03220975+4834024,*,50.54065704,48.56735229,3,3870.0,5.35,2MASS J03220975+4834024,03h22m09.7577s +48d34m02.4682s
2M03221074+4805023,*,50.54476547,48.08397293,0,5350.0,3.98,2MASS J03221074+4805023,03h22m10.7437s +48d05m02.3025s
2M03222191+4908277,*,50.59133148,49.1410408,0,5100.0,4.61,2MASS J03222191+4908277,03h22m21.9196s +49d08m27.7469s
2M03222806+4849393,*,50.61695862,48.82760239,3,4010.0,5.01,2MASS J03222806+4849393,03h22m28.0701s +48d49m39.3686s
2M03223864+4843457,*,50.66101456,48.72937393,0,4460.0,3.29,2MASS J03223864+4843457,03h22m38.6435s +48d43m45.7461s
2M03224154+4816075,*,50.67308426,48.26875687,3,4620.0,4.88,2MASS J03224154+4816075,03h22m41.5402s +48d16m07.5247s
2M03224837+4939232,*,50.70157623,49.65644836,0,3870.0,5.04,2MASS J03224837+4939232,03h22m48.3783s +49d39m23.2141s
2M03225419+4849446,*,50.725811,48.82908249,3,3020.0,5.01,2MASS J03225419+4849446,03h22m54.1946s +48d49m44.697s
2M03230655+4844168,*,50.77732468,48.73800659,3,3170.0,5.15,2MASS J03230655+4844168,03h23m06.5579s +48d44m16.8237s
2M03230870+4923534,*,50.78626633,49.39817429,0,8140.0,4.48,2MASS J03230870+4923534,03h23m08.7039s +49d23m53.4274s
2M03230978+4814426,*,50.79077911,48.24517441,3,3520.0,5.52,2MASS J03230978+4814426,03h23m09.787s +48d14m42.6279s
2M03231193+4754345,*,50.79972076,47.90960693,0,4000.0,5.41,2MASS J03231193+4754345,03h23m11.933s +47d54m34.5849s
2M03231778+4800240,*,50.82408524,48.00667572,0,6060.0,5.16,2MASS J03231778+4800240,03h23m17.7805s +48d00m24.0326s
2M03232271+4929395,*,50.84466553,49.49433136,3,3770.0,5.39,2MASS J03232271+4929395,03h23m22.7197s +49d29m39.5929s
2M03232505+4754379,*,50.85440826,47.91053772,3,3870.0,5.52,2MASS J03232505+4754379,03h23m25.058s +47d54m37.9358s
2M03233236+4811136,*,50.88483429,48.18712616,3,3120.0,5.17,2MASS J03233236+4811136,03h23m32.3602s +48d11m13.6542s
2M03233662+4858533,*,50.90261459,48.98148727,3,5120.0,5.14,2MASS J03233662+4858533,03h23m36.6275s +48d58m53.3542s
2M03233718+3056336,*,50.90494156,30.94268608,0,5140.0,3.95,2MASS J03233718+3056336,03h23m37.186s +30d56m33.6699s
2M03233761+4918225,*,50.90672302,49.3062706,0,5280.0,4.16,2MASS J03233761+4918225,03h23m37.6135s +49d18m22.5742s
2M03233787+3131094,*,50.90779877,31.51929855,0,5480.0,4.66,2MASS J03233787+3131094,03h23m37.8717s +31d31m09.4748s
2M03234031+4757296,*,50.91796494,47.95824814,0,6110.0,4.13,2MASS J03234031+4757296,03h23m40.3116s +47d57m29.6933s
2M03234277+3053142,*,50.92822647,30.88728905,0,5840.0,4.36,2MASS J03234277+3053142,03h23m42.7744s +30d53m14.2406s
2M03234517+3109561,*,50.93822098,31.16558838,0,6020.0,4.34,2MASS J03234517+3109561,03h23m45.173s +31d09m56.1182s
2M03234570+4919527,*,50.94041824,49.3313179,3,3720.0,5.3,2MASS J03234570+4919527,03h23m45.7004s +49d19m52.7444s
2M03234653+4759206,*,50.94390488,47.98906708,3,3570.0,5.42,2MASS J03234653+4759206,03h23m46.5372s +47d59m20.6415s
2M03234733+4836161,*,50.94723511,48.60448456,0,15000.0,4.4,2MASS J03234733+4836161,03h23m47.3364s +48d36m16.1444s
2M03234831+3121526,*,50.95130539,31.36461449,0,5150.0,3.95,2MASS J03234831+3121526,03h23m48.3133s +31d21m52.6122s
2M03234831+4938184,*,50.95131302,49.63845825,3,3090.0,5.18,2MASS J03234831+4938184,03h23m48.3151s +49d38m18.4497s
2M03235508+5018240,*,50.97949982,50.30669403,3,5920.0,4.43,2MASS J03235508+5018240,03h23m55.08s +50d18m24.0985s
2M03235712+5008477,*,50.98803329,50.14659882,0,5440.0,4.23,2MASS J03235712+5008477,03h23m57.128s +50d08m47.7558s
2M03235905+3101512,*,50.99604416,31.03088951,0,4280.0,4.86,2MASS J03235905+3101512,03h23m59.0506s +31d01m51.2022s
2M03235988+4958017,*,50.9995079,49.96714783,3,4400.0,4.96,2MASS J03235988+4958017,03h23m59.8819s +49d58m01.7322s
2M03240225+3103502,*,51.0093956,31.06396294,0,4040.0,2.41,2MASS J03240225+3103502,03h24m02.2549s +31d03m50.2666s
2M03240259+3134142,*,51.0108223,31.57061768,0,5160.0,5.23,2MASS J03240259+3134142,03h24m02.5974s +31d34m14.2236s
2M03240337+4737051,*,51.01404953,47.61810684,3,3320.0,5.29,2MASS J03240337+4737051,03h24m03.3719s +47d37m05.1846s
2M03240566+4811107,*,51.02358246,48.18630981,0,3820.0,5.43,2MASS J03240566+4811107,03h24m05.6598s +48d11m10.7153s
2M03240670+4924518,*,51.02791977,49.41441345,0,3980.0,4.77,2MASS J03240670+4924518,03h24m06.7007s +49d24m51.8884s
2M03240777+3110115,*,51.03240204,31.16988564,0,4900.0,3.9,2MASS J03240777+3110115,03h24m07.7765s +31d10m11.5883s
2M03240915+3109244,*,51.03813934,31.15679932,0,4510.0,3.34,2MASS J03240915+3109244,03h24m09.1534s +31d09m24.4776s
2M03240984+4845558,*,51.0410347,48.765522,3,3210.0,5.37,2MASS J03240984+4845558,03h24m09.8483s +48d45m55.8792s
2M03241706+4939002,*,51.07109833,49.65007019,3,5650.0,5.08,2MASS J03241706+4939002,03h24m17.0636s +49d39m00.2527s
2M03241767+3156414,*,51.07363129,31.94483566,0,4560.0,3.48,2MASS J03241767+3156414,03h24m17.6715s +31d56m41.4084s
2M03241805+3059098,*,51.07522964,30.98607826,0,4900.0,3.97,2MASS J03241805+3059098,03h24m18.0551s +30d59m09.8817s
2M03241901+3144055,*,51.07921219,31.73488235,0,4500.0,3.32,2MASS J03241901+3144055,03h24m19.0109s +31d44m05.5765s
2M03241916+4913164,*,51.07986832,49.22124863,0,6710.0,4.46,2MASS J03241916+4913164,03h24m19.1684s +49d13m16.4951s
2M03241991+4847198,*,51.08298111,48.78884125,3,5430.0,5.14,2MASS J03241991+4847198,03h24m19.9155s +48d47m19.8285s
2M03242046+3114116,*,51.08525848,31.23657417,0,4120.0,2.62,2MASS J03242046+3114116,03h24m20.462s +31d14m11.667s
2M03242052+3109228,*,51.08551407,31.15634346,0,4740.0,3.5,2MASS J03242052+3109228,03h24m20.5234s +31d09m22.8365s
2M03242273+4820011,*,51.09473801,48.33364868,3,3170.0,5.16,2MASS J03242273+4820011,03h24m22.7371s +48d20m01.1352s
2M03242289+3050355,*,51.09540558,30.84319878,0,5340.0,4.29,2MASS J03242289+3050355,03h24m22.8973s +30d50m35.5156s
2M03242352+3035437,*,51.09800339,30.59549141,0,5470.0,5.24,2MASS J03242352+3035437,03h24m23.5208s +30d35m43.7691s
2M03242503+5019345,*,51.10432053,50.32627106,0,6400.0,4.15,2MASS J03242503+5019345,03h24m25.0369s +50d19m34.5758s
2M03242510+4848212,*,51.10458374,48.8059082,3,4430.0,4.69,2MASS J03242510+4848212,03h24m25.1001s +48d48m21.2695s
2M03242609+4844073,*,51.10872269,48.73537064,3,3950.0,5.11,2MASS J03242609+4844073,03h24m26.0934s +48d44m07.3343s
2M03242904+3052263,*,51.12102509,30.87398338,0,5540.0,3.96,2MASS J03242904+3052263,03h24m29.046s +30d52m26.3402s
2M03242963+3114492,*,51.12348175,31.24699974,0,5120.0,3.87,2MASS J03242963+3114492,03h24m29.6356s +31d14m49.1991s
2M03243004+4908237,*,51.12517548,49.13993835,0,11500.0,4.62,2MASS J03243004+4908237,03h24m30.0421s +49d08m23.7781s
2M03243025+3046519,*,51.12607193,30.78110123,0,5290.0,3.83,2MASS J03243025+3046519,03h24m30.2573s +30d46m51.9644s
2M03243037+3043128,*,51.12657547,30.72024155,0,4120.0,2.04,2MASS J03243037+3043128,03h24m30.3781s +30d43m12.8696s
2M03243216+4918280,*,51.1340065,49.30778885,3,4100.0,4.84,2MASS J03243216+4918280,03h24m32.1616s +49d18m28.0399s
2M03243348+4943138,*,51.13953018,49.72052002,3,4840.0,4.59,2MASS J03243348+4943138,03h24m33.4872s +49d43m13.8721s
2M03243527+3139478,*,51.14698029,31.66329193,0,5550.0,3.99,2MASS J03243527+3139478,03h24m35.2753s +31d39m47.8509s
2M03243709+3130092,*,51.15456772,31.50257874,0,4530.0,5.01,2MASS J03243709+3130092,03h24m37.0963s +31d30m09.2835s
2M03243739+3157210,*,51.1558075,31.95583725,0,4720.0,3.76,2MASS J03243739+3157210,03h24m37.3938s +31d57m21.0141s
2M03243758+3027076,*,51.15660858,30.45212555,0,5540.0,4.34,2MASS J03243758+3027076,03h24m37.5861s +30d27m07.652s
2M03243892+3124092,*,51.16219711,31.402565,0,4790.0,5.3,2MASS J03243892+3124092,03h24m38.9273s +31d24m09.234s
2M03244133+4842580,*,51.1722374,48.71611404,0,4080.0,2.49,2MASS J03244133+4842580,03h24m41.337s +48d42m58.0105s
2M03244184+3203198,*,51.17434311,32.0555191,0,4840.0,4.37,2MASS J03244184+3203198,03h24m41.8423s +32d03m19.8688s
2M03244194+3052369,*,51.17478943,30.87692642,0,4850.0,3.69,2MASS J03244194+3052369,03h24m41.9495s +30d52m36.9351s
2M03244257+3115548,*,51.17737579,31.26523209,0,3190.0,0.69,2MASS J03244257+3115548,03h24m42.5702s +31d15m54.8355s
2M03244321+5015164,*,51.18006134,50.25457001,3,3210.0,5.07,2MASS J03244321+5015164,03h24m43.2147s +50d15m16.452s
2M03244348+4953130,*,51.18120193,49.88694763,3,4680.0,4.59,2MASS J03244348+4953130,03h24m43.4885s +49d53m13.0115s
2M03244455+4917106,*,51.18565369,49.28629303,3,3770.0,5.25,2MASS J03244455+4917106,03h24m44.5569s +49d17m10.6549s
2M03244604+3128110,*,51.19186783,31.46974564,0,5280.0,4.05,2MASS J03244604+3128110,03h24m46.0483s +31d28m11.0843s
2M03244648+3142332,*,51.19367218,31.70924568,0,4760.0,3.88,2MASS J03244648+3142332,03h24m46.4813s +31d42m33.2844s
2M03244708+4824421,*,51.19617081,48.41169739,0,6690.0,4.99,2MASS J03244708+4824421,03h24m47.081s +48d24m42.1106s
2M03244820+3105116,*,51.20085526,31.08655739,0,5500.0,3.98,2MASS J03244820+3105116,03h24m48.2053s +31d05m11.6066s
2M03244829+3030073,*,51.20123672,30.50204277,0,5240.0,4.22,2MASS J03244829+3030073,03h24m48.2968s +30d30m07.354s
2M03244931+3133570,*,51.20549011,31.56585693,3,4170.0,4.85,2MASS J03244931+3133570,03h24m49.3176s +31d33m57.0849s
2M03244971+4852183,*,51.20713043,48.87176514,0,5090.0,4.7,2MASS J03244971+4852183,03h24m49.7113s +48d52m18.3545s
2M03245119+3140484,*,51.21332169,31.68012047,0,4360.0,4.99,2MASS J03245119+3140484,03h24m51.1972s +31d40m48.4337s
2M03245209+4754544,*,51.21704865,47.9151268,0,12600.0,4.53,2MASS J03245209+4754544,03h24m52.0917s +47d54m54.4565s
2M03245248+3041462,*,51.21868896,30.69618988,0,5120.0,4.0,2MASS J03245248+3041462,03h24m52.4854s +30d41m46.2836s
2M03245248+4904146,*,51.21866989,49.07074356,3,3830.0,5.08,2MASS J03245248+4904146,03h24m52.4808s +49d04m14.6768s
2M03245344+3118195,*,51.22267914,31.30543518,0,4800.0,3.62,2MASS J03245344+3118195,03h24m53.443s +31d18m19.5666s
2M03245456+3136454,*,51.22734451,31.61263275,0,4820.0,4.75,2MASS J03245456+3136454,03h24m54.5627s +31d36m45.4779s
2M03245531+3026213,*,51.23047256,30.4392662,0,6710.0,5.71,2MASS J03245531+3026213,03h24m55.3134s +30d26m21.3583s
2M03245586+5001516,*,51.23276138,50.03100204,3,5300.0,5.18,2MASS J03245586+5001516,03h24m55.8627s +50d01m51.6073s
2M03245605+3026005,*,51.23355865,30.43347549,0,3980.0,2.29,2MASS J03245605+3026005,03h24m56.0541s +30d26m00.5118s
2M03245868+5016465,*,51.24453354,50.27960968,3,3070.0,5.11,2MASS J03245868+5016465,03h24m58.688s +50d16m46.5948s
2M03245892+4950152,*,51.24551392,49.83757401,3,4300.0,5.05,2MASS J03245892+4950152,03h24m58.9233s +49d50m15.2664s
2M03245901+3032132,*,51.24590683,30.53700638,0,5380.0,4.36,2MASS J03245901+3032132,03h24m59.0176s +30d32m13.223s
2M03245922+3208486,*,51.24678421,32.1468544,0,5820.0,4.27,2MASS J03245922+3208486,03h24m59.2282s +32d08m48.6758s
2M03245922+4837104,*,51.24677277,48.61956787,3,4300.0,4.99,2MASS J03245922+4837104,03h24m59.2255s +48d37m10.4443s
2M03250041+3057331,*,51.2517128,30.95920563,0,5350.0,3.71,2MASS J03250041+3057331,03h25m00.4111s +30d57m33.1403s
2M03250051+3019211,*,51.25215912,30.32253647,0,6480.0,5.58,2MASS J03250051+3019211,03h25m00.5182s +30d19m21.1313s
2M03250079+3114338,*,51.25330734,31.24273682,0,5470.0,4.62,2MASS J03250079+3114338,03h25m00.7938s +31d14m33.8526s
2M03250096+3024322,*,51.25401688,30.40896797,0,4520.0,4.81,2MASS J03250096+3024322,03h25m00.9641s +30d24m32.2847s
2M03250135+4902057,*,51.25563431,49.03491974,3,3990.0,4.95,2MASS J03250135+4902057,03h25m01.3522s +49d02m05.7111s
2M03250159+3046382,*,51.25664902,30.77728081,0,5160.0,3.94,2MASS J03250159+3046382,03h25m01.5958s +30d46m38.2109s
2M03250314+3204584,*,51.26309967,32.08290863,0,4930.0,3.75,2MASS J03250314+3204584,03h25m03.1439s +32d04m58.4711s
2M03250326+4906424,*,51.26359558,49.11177826,3,3280.0,5.24,2MASS J03250326+4906424,03h25m03.2629s +49d06m42.4017s
2M03250389+3136216,*,51.26623154,31.60600662,0,4410.0,3.35,2MASS J03250389+3136216,03h25m03.8956s +31d36m21.6238s
2M03250437+4947435,*,51.26823044,49.7954216,0,7120.0,4.77,2MASS J03250437+4947435,03h25m04.3753s +49d47m43.5178s
2M03250598+3034045,*,51.27492905,30.56793785,0,5510.0,4.26,2MASS J03250598+3034045,03h25m05.983s +30d34m04.5763s
2M03250682+4935238,*,51.2784462,49.58995056,3,4930.0,5.1,2MASS J03250682+4935238,03h25m06.8271s +49d35m23.822s
2M03250916+3126099,*,51.28820419,31.43609238,0,5640.0,5.94,2MASS J03250916+3126099,03h25m09.169s +31d26m09.9326s
2M03250943+3046215,*,51.28929138,30.77266121,2,3850.0,4.05,2MASS J03250943+3046215,03h25m09.4299s +30d46m21.5804s
2M03250993+4823392,*,51.29137421,48.39423752,3,3210.0,5.28,2MASS J03250993+4823392,03h25m09.9298s +48d23m39.2551s
2M03251002+4915057,*,51.29177094,49.25159073,0,11800.0,4.57,2MASS J03251002+4915057,03h25m10.025s +49d15m05.7266s
2M03251041+4859453,*,51.29338837,48.99593353,3,3490.0,4.96,2MASS J03251041+4859453,03h25m10.4132s +48d59m45.3607s
2M03251099+4904165,*,51.29583359,49.07125854,3,3780.0,5.35,2MASS J03251099+4904165,03h25m11.0001s +49d04m16.5307s
2M03251372+3116541,*,51.30717468,31.28170395,0,6070.0,4.46,2MASS J03251372+3116541,03h25m13.7219s +31d16m54.1342s
2M03251378+5025066,*,51.30743408,50.41850662,3,3010.0,5.04,2MASS J03251378+5025066,03h25m13.7842s +50d25m06.6238s
2M03251623+4822239,*,51.31763077,48.37332153,3,5320.0,5.18,2MASS J03251623+4822239,03h25m16.2314s +48d22m23.9575s
2M03251775+3046269,*,51.32397842,30.77416039,3,2550.0,3.86,2MASS J03251775+3046269,03h25m17.7548s +30d46m26.9774s
2M03252015+3113551,*,51.33396149,31.23198318,0,4430.0,3.27,2MASS J03252015+3113551,03h25m20.1508s +31d13m55.1394s
2M03252071+4918581,*,51.33629608,49.31615067,0,13000.0,4.46,2MASS J03252071+4918581,03h25m20.7111s +49d18m58.1424s
2M03252126+5012405,*,51.33860397,50.21126556,0,5350.0,4.12,2MASS J03252126+5012405,03h25m21.265s +50d12m40.556s
2M03252250+3159074,*,51.34377289,31.98540306,0,4810.0,3.81,2MASS J03252250+3159074,03h25m22.5055s +31d59m07.451s
2M03252381+3126536,*,51.34923553,31.44822693,0,4500.0,3.38,2MASS J03252381+3126536,03h25m23.8165s +31d26m53.6169s
2M03252692+3207592,*,51.36219788,32.13312531,0,4130.0,2.67,2MASS J03252692+3207592,03h25m26.9275s +32d07m59.2511s
2M03252842+3203111,*,51.36841965,32.05310059,0,4370.0,3.5,2MASS J03252842+3203111,03h25m28.4207s +32d03m11.1621s
2M03252875+3042284,*,51.36979294,30.70789909,0,5570.0,4.61,2MASS J03252875+3042284,03h25m28.7503s +30d42m28.4367s
2M03252937+3141361,*,51.37240219,31.69336891,0,6210.0,5.16,2MASS J03252937+3141361,03h25m29.3765s +31d41m36.1281s
2M03252948+4758023,*,51.37285995,47.96731186,0,7270.0,4.54,2MASS J03252948+4758023,03h25m29.4864s +47d58m02.3227s
2M03252981+3049071,*,51.37424088,30.81865692,0,5380.0,3.81,2MASS J03252981+3049071,03h25m29.8178s +30d49m07.1649s
2M03253081+3037152,*,51.37840652,30.62091064,0,4910.0,3.75,2MASS J03253081+3037152,03h25m30.8176s +30d37m15.2783s
2M03253202+3212001,*,51.38344955,32.20003128,0,4880.0,3.85,2MASS J03253202+3212001,03h25m32.0279s +32d12m00.1126s
2M03253290+3145267,*,51.38708496,31.75744057,0,4880.0,3.7,2MASS J03253290+3145267,03h25m32.9004s +31d45m26.7861s
2M03253315+3055443,*,51.38816452,30.92899323,2,3640.0,4.25,2MASS J03253315+3055443,03h25m33.1595s +30d55m44.3756s
2M03253317+3120165,*,51.3882103,31.33793831,0,5590.0,4.65,2MASS J03253317+3120165,03h25m33.1705s +31d20m16.5779s
2M03253333+3034123,*,51.3889122,30.57008362,0,5790.0,4.52,2MASS J03253333+3034123,03h25m33.3389s +30d34m12.301s
2M03253371+3104377,*,51.39047623,31.07715416,0,4610.0,3.36,2MASS J03253371+3104377,03h25m33.7143s +31d04m37.755s
2M03253463+4956322,*,51.39429474,49.94229507,0,5480.0,4.31,2MASS J03253463+4956322,03h25m34.6307s +49d56m32.2623s
2M03253596+3050382,*,51.39984131,30.8439579,0,5290.0,3.87,2MASS J03253596+3050382,03h25m35.9619s +30d50m38.2484s
2M03253612+4855573,*,51.40051651,48.93260956,3,3110.0,4.74,2MASS J03253612+4855573,03h25m36.124s +48d55m57.3944s
2M03253630+3138560,*,51.40126419,31.64891624,0,5150.0,3.92,2MASS J03253630+3138560,03h25m36.3034s +31d38m56.0985s
2M03253645+3041385,*,51.40190125,30.69404793,0,5160.0,4.0,2MASS J03253645+3041385,03h25m36.4563s +30d41m38.5725s
2M03253763+5019179,*,51.40681076,50.32165909,0,6680.0,4.92,2MASS J03253763+5019179,03h25m37.6346s +50d19m17.9727s
2M03253857+4934049,*,51.41073608,49.56803131,0,4840.0,3.75,2MASS J03253857+4934049,03h25m38.5767s +49d34m04.9127s
2M03253892+3210294,*,51.41218948,32.17485046,0,4550.0,3.62,2MASS J03253892+3210294,03h25m38.9255s +32d10m29.4617s
2M03253982+3133336,*,51.41592789,31.55935287,0,4630.0,3.54,2MASS J03253982+3133336,03h25m39.8227s +31d33m33.6703s
2M03254050+3056006,*,51.41875458,30.93351936,0,5620.0,4.32,2MASS J03254050+3056006,03h25m40.5011s +30d56m00.6697s
2M03254105+4906291,*,51.42104721,49.10809326,0,4850.0,3.71,2MASS J03254105+4906291,03h25m41.0513s +49d06m29.1357s
2M03254170+3209114,*,51.42376709,32.15317535,0,4130.0,2.7,2MASS J03254170+3209114,03h25m41.7041s +32d09m11.4313s
2M03254182+3037344,*,51.42425156,30.62622452,0,5020.0,4.39,2MASS J03254182+3037344,03h25m41.8204s +30d37m34.4083s
2M03254190+3024184,*,51.42459106,30.40512466,0,4990.0,3.86,2MASS J03254190+3024184,03h25m41.9019s +30d24m18.4488s
2M03254214+3201393,*,51.42561722,32.02760315,0,5380.0,3.91,2MASS J03254214+3201393,03h25m42.1481s +32d01m39.3713s
2M03254251+3015497,*,51.4271431,30.26382065,0,5390.0,4.21,2MASS J03254251+3015497,03h25m42.5143s +30d15m49.7543s
2M03254269+3149105,*,51.42787552,31.81960678,0,5310.0,3.92,2MASS J03254269+3149105,03h25m42.6901s +31d49m10.5844s
2M03254413+3108548,*,51.43390656,31.14855576,0,5110.0,3.97,2MASS J03254413+3108548,03h25m44.1376s +31d08m54.8007s
2M03254886+3057258,*,51.45359039,30.95716858,3,4240.0,4.48,2MASS J03254886+3057258,03h25m48.8617s +30d57m25.8069s
2M03255009+3055541,*,51.45872498,30.93170357,0,8040.0,4.45,2MASS J03255009+3055541,03h25m50.094s +30d55m54.1329s
2M03255098+3014211,*,51.46243668,30.23919487,0,4890.0,3.74,2MASS J03255098+3014211,03h25m50.9848s +30d14m21.1015s
2M03255151+3106553,*,51.46462631,31.11538506,0,5190.0,5.25,2MASS J03255151+3106553,03h25m51.5103s +31d06m55.3862s
2M03255275+3054490,*,51.46981812,30.91361427,3,4040.0,4.32,2MASS J03255275+3054490,03h25m52.7563s +30d54m49.0114s
2M03255369+3032515,*,51.47372437,30.54764366,0,4420.0,3.11,2MASS J03255369+3032515,03h25m53.6938s +30d32m51.5172s
2M03255394+4831089,*,51.47478867,48.51915741,3,4720.0,4.84,2MASS J03255394+4831089,03h25m53.9493s +48d31m08.9667s
